order_id,date_id,customer_id,channel_id,store_id,billing_address_id,shipping_address_id,status,currency_code,subtotal,tax_amount,shipping_fee,total_amount
1000006234,20240102,1346,1,,2181.0,3961,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
1000006859,20240102,1101,1,,4123.0,1925,FULFILLED,ARS,10260.0,2154.6,900.0,13314.6
1000006937,20240102,1390,1,,3642.0,4060,PAID,ARS,29400.0,6174.0,1500.0,37074.0
1000007550,20240102,597,1,,2928.0,3570,FULFILLED,ARS,12936.0,2716.56,1500.0,17152.56
1000008067,20240102,1149,1,,4022.0,1457,FULFILLED,ARS,55860.0,11730.6,900.0,68490.6
1000008330,20240102,308,2,3.0,3972.0,3,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
1000008463,20240102,1342,1,,1965.0,3331,PAID,ARS,28350.0,5953.5,1200.0,35503.5
1000008588,20240102,574,1,,3768.0,2919,FULFILLED,ARS,71850.0,15088.5,900.0,87838.5
1000008736,20240102,719,1,,3997.0,3088,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000008858,20240102,886,1,,,2773,FULFILLED,ARS,23940.0,5027.4,1200.0,30167.4
1000008940,20240102,129,2,4.0,1388.0,4,CANCELLED,ARS,22800.0,4788.0,0.0,27588.0
1000009392,20240102,287,1,,,2582,FULFILLED,ARS,66690.0,14004.9,900.0,81594.9
1000009602,20240102,948,1,,1618.0,1758,FULFILLED,ARS,15000.0,3150.0,1200.0,19350.0
1000009623,20240102,887,1,,,1147,PAID,ARS,31350.0,6583.5,0.0,37933.5
1000009854,20240102,1287,1,,1172.0,4151,FULFILLED,ARS,20520.0,4309.2,900.0,25729.2
1000010851,20240102,361,1,,2836.0,2777,PAID,ARS,56400.0,11844.0,900.0,69144.0
1000010895,20240102,6,1,,2316.0,3936,PAID,ARS,42750.0,8977.5,900.0,52627.5
1000011963,20240102,607,2,1.0,,1,FULFILLED,ARS,47280.0,9928.8,0.0,57208.8
1000000138,20240103,1240,1,,2473.0,2700,PAID,ARS,34200.0,7182.0,1500.0,42882.0
1000000759,20240103,196,1,,2507.0,3336,FULFILLED,ARS,27000.0,5670.0,1500.0,34170.0
1000001338,20240103,1303,2,1.0,2851.0,1,FULFILLED,ARS,38760.0,8139.6,0.0,46899.6
1000001479,20240103,489,1,,3312.0,3399,CANCELLED,ARS,37800.0,7938.0,0.0,45738.0
1000003566,20240103,485,1,,,3870,PAID,ARS,40500.0,8505.0,0.0,49005.0
1000003578,20240103,304,2,3.0,3407.0,3,FULFILLED,ARS,25200.0,5292.0,0.0,30492.0
1000003720,20240103,1210,1,,3400.0,3383,CANCELLED,ARS,30000.0,6300.0,1200.0,37500.0
1000003934,20240103,868,2,1.0,1464.0,1,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
1000004043,20240103,1340,1,,1606.0,2828,FULFILLED,ARS,45000.0,9450.0,1500.0,55950.0
1000006196,20240103,311,1,,2318.0,2967,FULFILLED,ARS,33000.0,6930.0,1200.0,41130.0
1000007028,20240103,701,1,,1086.0,3332,FULFILLED,ARS,86070.0,18074.7,900.0,105044.7
1000009612,20240103,54,1,,2838.0,3408,CANCELLED,ARS,51096.0,10730.16,1200.0,63026.16
1000009728,20240103,757,1,,2936.0,2074,CREATED,ARS,28500.0,5985.0,1500.0,35985.0
1000010165,20240103,100,2,4.0,2990.0,4,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1000010300,20240103,75,2,3.0,2347.0,3,FULFILLED,ARS,89100.0,18711.0,0.0,107811.0
1000011302,20240103,1268,1,,1410.0,1041,CANCELLED,ARS,58995.0,12388.95,1200.0,72583.95
1000011362,20240103,874,1,,1742.0,2130,FULFILLED,ARS,40500.0,8505.0,1500.0,50505.0
1000011533,20240103,1016,1,,1507.0,2814,FULFILLED,ARS,31500.0,6615.0,900.0,39015.0
1000011658,20240103,437,1,,4110.0,2882,PAID,ARS,80670.0,16940.7,1500.0,99110.7
1000011780,20240103,1323,1,,2194.0,2507,FULFILLED,ARS,26400.0,5544.0,1200.0,33144.0
1000000439,20240104,592,1,,1328.0,4160,FULFILLED,ARS,22800.0,4788.0,0.0,27588.0
1000000946,20240104,1471,2,2.0,2385.0,2,FULFILLED,ARS,54390.0,11421.9,0.0,65811.9
1000001469,20240104,703,1,,2016.0,1942,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
1000002102,20240104,631,1,,3775.0,3673,FULFILLED,ARS,25650.0,5386.5,900.0,31936.5
1000002980,20240104,487,1,,3192.0,1304,PAID,ARS,34200.0,7182.0,1200.0,42582.0
1000003856,20240104,1246,2,3.0,1510.0,3,CANCELLED,ARS,41160.0,8643.6,0.0,49803.6
1000004005,20240104,609,1,,,3726,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
1000005120,20240104,719,1,,2298.0,3379,FULFILLED,ARS,32340.0,6791.4,1200.0,40331.4
1000006663,20240104,668,2,2.0,3621.0,2,FULFILLED,ARS,11880.0,2494.8,0.0,14374.8
1000007082,20240104,1468,2,2.0,2502.0,2,FULFILLED,ARS,91950.0,19309.5,0.0,111259.5
1000010996,20240104,353,1,,1442.0,2784,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0
1000011090,20240104,1268,2,2.0,3874.0,2,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
1000011570,20240104,1478,2,2.0,3536.0,2,PAID,ARS,45000.0,9450.0,0.0,54450.0
1000011685,20240104,1129,2,3.0,1746.0,3,FULFILLED,ARS,11880.0,2494.8,0.0,14374.8
1000011782,20240104,124,1,,2455.0,2412,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
1000011979,20240104,741,2,1.0,3925.0,1,FULFILLED,ARS,35400.0,7434.0,0.0,42834.0
1000000715,20240105,1406,2,4.0,4128.0,4,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1000001030,20240105,645,1,,2366.0,1886,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
1000001758,20240105,545,2,4.0,3641.0,4,PAID,ARS,62700.0,13167.0,0.0,75867.0
1000002209,20240105,37,1,,1066.0,3862,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
1000003492,20240105,117,2,1.0,3784.0,1,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2
1000006392,20240105,575,1,,3944.0,1329,PAID,ARS,30000.0,6300.0,1200.0,37500.0
1000006478,20240105,61,2,1.0,1524.0,1,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
1000006559,20240105,778,2,1.0,3153.0,1,PAID,ARS,35280.0,7408.8,0.0,42688.8
1000006835,20240105,565,1,,2760.0,3010,PAID,ARS,35280.0,7408.8,900.0,43588.8
1000006897,20240105,1060,2,2.0,3318.0,2,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000009557,20240105,162,1,,1246.0,3083,CREATED,ARS,40500.0,8505.0,1500.0,50505.0
1000009831,20240105,644,2,2.0,2477.0,2,FULFILLED,ARS,57000.0,11970.0,0.0,68970.0
1000010085,20240105,462,2,1.0,1928.0,1,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
1000010716,20240105,174,1,,1130.0,3283,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
1000011450,20240105,1471,2,4.0,2921.0,4,FULFILLED,ARS,68670.0,14420.7,0.0,83090.7
1000011637,20240105,1234,1,,,2423,FULFILLED,ARS,39840.0,8366.4,900.0,49106.4
1000011869,20240105,1091,1,,2664.0,2399,PAID,ARS,23160.0,4863.6,900.0,28923.6
1000000134,20240106,279,2,3.0,1059.0,3,FULFILLED,ARS,62280.0,13078.8,0.0,75358.8
1000002864,20240106,637,2,4.0,2391.0,4,PAID,ARS,36000.0,7560.0,0.0,43560.0
1000003405,20240106,241,2,4.0,1949.0,4,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
1000003603,20240106,535,1,,1734.0,2931,FULFILLED,ARS,14250.0,2992.5,900.0,18142.5
1000004516,20240106,1363,1,,2580.0,3175,CANCELLED,ARS,27000.0,5670.0,900.0,33570.0
1000005382,20240106,27,2,4.0,4045.0,4,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
1000005568,20240106,825,1,,1425.0,2852,FULFILLED,ARS,11400.0,2394.0,0.0,13794.0
1000005727,20240106,75,1,,2790.0,2057,FULFILLED,ARS,34440.0,7232.4,1500.0,43172.4
1000008584,20240106,1456,1,,3984.0,1086,CANCELLED,ARS,36000.0,7560.0,900.0,44460.0
1000008587,20240106,112,1,,4036.0,2410,FULFILLED,ARS,42750.0,8977.5,1500.0,53227.5
1000008691,20240106,1311,1,,2370.0,1546,REFUNDED,ARS,24696.0,5186.16,1200.0,31082.16
1000008859,20240106,235,1,,3984.0,2253,PAID,ARS,11400.0,2394.0,1200.0,14994.0
1000009343,20240106,114,2,4.0,,4,FULFILLED,ARS,15435.0,3241.35,0.0,18676.35
1000009515,20240106,752,1,,1146.0,1654,PAID,ARS,34200.0,7182.0,900.0,42282.0
1000011032,20240106,227,1,,1323.0,3443,FULFILLED,ARS,56820.0,11932.2,1200.0,69952.2
1000000511,20240107,457,1,,3563.0,3646,PAID,ARS,49500.0,10395.0,0.0,59895.0
1000000776,20240107,1043,1,,1947.0,2706,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
1000002174,20240107,381,1,,2909.0,3172,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
1000003420,20240107,396,2,2.0,2372.0,2,PAID,ARS,34200.0,7182.0,0.0,41382.0
1000003623,20240107,1277,2,1.0,1457.0,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
1000003755,20240107,387,1,,3578.0,1217,FULFILLED,ARS,32670.0,6860.7,900.0,40430.7
1000004198,20240107,1111,1,,1313.0,1845,FULFILLED,ARS,30870.0,6482.7,1500.0,38852.7
1000005335,20240107,164,1,,3557.0,3840,CANCELLED,ARS,47025.0,9875.25,1200.0,58100.25
1000005545,20240107,1456,2,4.0,2803.0,4,CANCELLED,ARS,10584.0,2222.64,0.0,12806.64
1000007058,20240107,346,2,2.0,3933.0,2,PAID,ARS,22020.0,4624.2,0.0,26644.2
1000007804,20240107,817,2,3.0,1425.0,3,PAID,ARS,44688.0,9384.48,0.0,54072.48
1000008582,20240107,1336,2,1.0,1628.0,1,FULFILLED,ARS,43968.0,9233.28,0.0,53201.28
1000008857,20240107,664,1,,1936.0,2396,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
1000009948,20240107,1415,1,,3193.0,1470,REFUNDED,ARS,35280.0,7408.8,900.0,43588.8
1000010126,20240107,505,2,2.0,3313.0,2,FULFILLED,ARS,82530.0,17331.3,0.0,99861.3
1000011903,20240107,808,1,,1078.0,1695,FULFILLED,ARS,72450.0,15214.5,900.0,88564.5
1000000152,20240108,385,2,2.0,2549.0,2,FULFILLED,ARS,9720.0,2041.2,0.0,11761.2
1000000483,20240108,445,1,,1669.0,1608,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
1000000692,20240108,1158,2,2.0,2496.0,2,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
1000001438,20240108,890,2,4.0,1521.0,4,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000001685,20240108,166,1,,3328.0,3831,CANCELLED,ARS,12825.0,2693.25,0.0,15518.25
1000002090,20240108,1261,2,3.0,2852.0,3,FULFILLED,ARS,76500.0,16065.0,0.0,92565.0
1000002133,20240108,373,1,,3603.0,2374,PAID,ARS,27000.0,5670.0,1200.0,33870.0
1000002396,20240108,1216,1,,1228.0,2107,PAID,ARS,39600.0,8316.0,900.0,48816.0
1000004219,20240108,677,1,,1623.0,1153,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000004637,20240108,1359,1,,2565.0,2836,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
1000005686,20240108,1038,1,,3713.0,2327,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
1000008612,20240108,584,2,1.0,2007.0,1,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
1000008989,20240108,460,1,,1203.0,2393,FULFILLED,ARS,28350.0,5953.5,1200.0,35503.5
1000009260,20240108,1216,2,3.0,1061.0,3,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
1000010207,20240108,417,1,,3719.0,4180,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
1000000732,20240109,1036,1,,2353.0,4029,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
1000000940,20240109,58,2,3.0,2801.0,3,FULFILLED,ARS,26235.0,5509.35,0.0,31744.35
1000001546,20240109,739,2,3.0,3497.0,3,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
1000001652,20240109,741,1,,1494.0,1224,FULFILLED,ARS,21600.0,4536.0,1500.0,27636.0
1000001658,20240109,156,2,2.0,3977.0,2,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
1000002402,20240109,536,1,,2540.0,3834,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
1000002451,20240109,377,2,4.0,3744.0,4,FULFILLED,ARS,56400.0,11844.0,0.0,68244.0
1000002472,20240109,520,1,,1863.0,3319,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
1000002534,20240109,991,2,2.0,2883.0,2,FULFILLED,ARS,24360.0,5115.6,0.0,29475.6
1000002966,20240109,18,2,3.0,1620.0,3,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000003303,20240109,1223,2,1.0,3442.0,1,FULFILLED,ARS,75090.0,15768.9,0.0,90858.9
1000003373,20240109,936,2,4.0,3385.0,4,PAID,ARS,33000.0,6930.0,0.0,39930.0
1000004297,20240109,1320,2,2.0,2043.0,2,CREATED,ARS,11880.0,2494.8,0.0,14374.8
1000005037,20240109,147,2,4.0,3525.0,4,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
1000005107,20240109,247,2,4.0,,4,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
1000005142,20240109,1367,1,,3518.0,1601,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
1000006895,20240109,754,1,,3164.0,2515,CREATED,ARS,30000.0,6300.0,900.0,37200.0
1000007093,20240109,1204,1,,2688.0,1166,PAID,ARS,51870.0,10892.7,1200.0,63962.7
1000007369,20240109,1001,1,,1354.0,1985,FULFILLED,ARS,76800.0,16128.0,1200.0,94128.0
1000007400,20240109,1450,1,,1358.0,1899,PAID,ARS,54300.0,11403.0,900.0,66603.0
1000007974,20240109,556,1,,3374.0,3011,FULFILLED,ARS,22800.0,4788.0,1200.0,28788.0
1000008096,20240109,602,1,,1116.0,3932,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
1000008956,20240109,331,2,3.0,,3,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
1000009370,20240109,1339,2,3.0,1432.0,3,CREATED,ARS,63450.0,13324.5,0.0,76774.5
1000009481,20240109,351,2,4.0,2907.0,4,CANCELLED,ARS,72540.0,15233.4,0.0,87773.4
1000010726,20240109,354,2,2.0,1424.0,2,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
1000010746,20240109,854,2,2.0,2628.0,2,CREATED,ARS,51300.0,10773.0,0.0,62073.0
1000011157,20240109,358,1,,3006.0,1994,FULFILLED,ARS,47025.0,9875.25,1200.0,58100.25
1000011783,20240109,918,1,,3689.0,3045,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
1000001028,20240110,453,1,,2759.0,4083,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
1000001827,20240110,852,2,3.0,3974.0,3,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8
1000002642,20240110,52,1,,,2043,FULFILLED,ARS,31500.0,6615.0,1500.0,39615.0
1000003933,20240110,1221,2,3.0,,3,FULFILLED,ARS,47250.0,9922.5,0.0,57172.5
1000005716,20240110,1306,2,3.0,4026.0,3,FULFILLED,ARS,69222.0,14536.62,0.0,83758.62
1000005733,20240110,13,1,,,1717,CANCELLED,ARS,37044.0,7779.24,1500.0,46323.24
1000006911,20240110,1495,1,,3475.0,3558,FULFILLED,ARS,24682.5,5183.32,1200.0,31065.82
1000007569,20240110,758,2,4.0,1903.0,4,FULFILLED,ARS,46305.0,9724.05,0.0,56029.05
1000008329,20240110,980,1,,3223.0,3617,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
1000008961,20240110,527,1,,1672.0,1731,REFUNDED,ARS,15750.0,3307.5,0.0,19057.5
1000009198,20240110,451,1,,4098.0,3406,FULFILLED,ARS,42600.0,8946.0,900.0,52446.0
1000010426,20240110,565,2,2.0,3461.0,2,PAID,ARS,71820.0,15082.2,0.0,86902.2
1000010614,20240110,1022,2,3.0,3603.0,3,PAID,ARS,79140.0,16619.4,0.0,95759.4
1000011397,20240110,1192,1,,2881.0,1183,CANCELLED,ARS,90120.0,18925.2,900.0,109945.2
1000011815,20240110,1156,1,,3047.0,2866,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
1000000797,20240111,1247,2,3.0,2070.0,3,FULFILLED,ARS,60252.0,12652.92,0.0,72904.92
1000002050,20240111,560,1,,3991.0,2809,FULFILLED,ARS,12600.0,2646.0,1500.0,16746.0
1000003618,20240111,117,1,,,4149,CANCELLED,ARS,48204.0,10122.84,900.0,59226.84
1000003886,20240111,1433,2,2.0,,2,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
1000003973,20240111,1120,2,4.0,,4,FULFILLED,ARS,30870.0,6482.7,0.0,37352.7
1000004332,20240111,450,1,,1223.0,3001,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
1000004770,20240111,427,2,1.0,,1,FULFILLED,ARS,25200.0,5292.0,0.0,30492.0
1000005005,20240111,1424,1,,1176.0,3505,FULFILLED,ARS,14700.0,3087.0,1200.0,18987.0
1000006195,20240111,987,2,1.0,2858.0,1,PAID,ARS,31752.0,6667.92,0.0,38419.92
1000007393,20240111,253,2,3.0,,3,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
1000009055,20240111,1366,2,4.0,,4,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
1000009196,20240111,137,2,4.0,,4,PAID,ARS,22800.0,4788.0,0.0,27588.0
1000009226,20240111,835,1,,3122.0,2665,PAID,ARS,21600.0,4536.0,1200.0,27336.0
1000010832,20240111,584,1,,1245.0,3633,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
1000010933,20240111,1409,2,2.0,3462.0,2,FULFILLED,ARS,12150.0,2551.5,0.0,14701.5
1000011605,20240111,366,2,3.0,3725.0,3,PAID,ARS,47250.0,9922.5,0.0,57172.5
1000011624,20240111,770,1,,,3792,FULFILLED,ARS,46305.0,9724.05,1200.0,57229.05
1000000035,20240112,585,2,1.0,3436.0,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
1000000046,20240112,276,1,,,1489,FULFILLED,ARS,33000.0,6930.0,0.0,39930.0
1000000471,20240112,56,2,1.0,1313.0,1,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
1000000823,20240112,852,1,,3544.0,2364,FULFILLED,ARS,12150.0,2551.5,900.0,15601.5
1000001650,20240112,746,1,,3631.0,2380,PAID,ARS,37620.0,7900.2,1200.0,46720.2
1000002280,20240112,1379,1,,2015.0,2942,REFUNDED,ARS,27000.0,5670.0,900.0,33570.0
1000004107,20240112,344,2,1.0,3771.0,1,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
1000004768,20240112,685,1,,3720.0,1521,FULFILLED,ARS,12000.0,2520.0,1200.0,15720.0
1000008890,20240112,295,1,,3899.0,3606,FULFILLED,ARS,46680.0,9802.8,1200.0,57682.8
1000009310,20240112,177,2,1.0,1425.0,1,PAID,ARS,46942.5,9857.92,0.0,56800.42
1000009746,20240112,423,1,,,3213,FULFILLED,ARS,12000.0,2520.0,900.0,15420.0
1000010038,20240112,918,2,3.0,1196.0,3,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
1000011060,20240112,1486,1,,2555.0,3258,REFUNDED,ARS,24300.0,5103.0,0.0,29403.0
1000011292,20240112,203,2,1.0,1532.0,1,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
1000000525,20240113,32,1,,3146.0,3187,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
1000000573,20240113,1385,1,,1028.0,3092,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
1000000902,20240113,960,2,3.0,2379.0,3,FULFILLED,ARS,60870.0,12782.7,0.0,73652.7
1000001081,20240113,1015,1,,1676.0,2223,FULFILLED,ARS,42120.0,8845.2,1200.0,52165.2
1000001747,20240113,478,2,4.0,2389.0,4,PAID,ARS,11760.0,2469.6,0.0,14229.6
1000001799,20240113,274,2,2.0,3239.0,2,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
1000002683,20240113,1064,2,3.0,3511.0,3,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
1000003447,20240113,576,2,4.0,1725.0,4,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
1000003966,20240113,76,1,,2576.0,3458,PAID,ARS,32400.0,6804.0,1200.0,40404.0
1000004606,20240113,969,2,3.0,2562.0,3,FULFILLED,ARS,61200.0,12852.0,0.0,74052.0
1000007027,20240113,353,1,,2643.0,1202,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
1000007739,20240113,1416,2,2.0,2096.0,2,FULFILLED,ARS,113250.0,23782.5,0.0,137032.5
1000007749,20240113,580,1,,1212.0,2255,FULFILLED,ARS,79500.0,16695.0,1200.0,97395.0
1000007819,20240113,508,1,,1982.0,1596,FULFILLED,ARS,13230.0,2778.3,1200.0,17208.3
1000007829,20240113,1398,2,1.0,1162.0,1,FULFILLED,ARS,12540.0,2633.4,0.0,15173.4
1000008333,20240113,45,1,,3591.0,2447,FULFILLED,ARS,53310.0,11195.1,1200.0,65705.1
1000009179,20240113,878,1,,2640.0,3712,PAID,ARS,32400.0,6804.0,900.0,40104.0
1000009250,20240113,1010,1,,1003.0,2696,PAID,ARS,45336.0,9520.56,1200.0,56056.56
1000009251,20240113,384,1,,3545.0,2007,FULFILLED,ARS,34200.0,7182.0,1500.0,42882.0
1000010278,20240113,1122,1,,3324.0,1947,FULFILLED,ARS,10260.0,2154.6,900.0,13314.6
1000010648,20240113,145,1,,1063.0,3100,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
1000011242,20240113,1309,2,4.0,3525.0,4,FULFILLED,ARS,12600.0,2646.0,0.0,15246.0
1000011612,20240113,334,1,,3138.0,2293,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
1000011948,20240113,1465,2,1.0,2200.0,1,PAID,ARS,47700.0,10017.0,0.0,57717.0
1000000041,20240114,1005,2,3.0,,3,FULFILLED,ARS,24510.0,5147.1,0.0,29657.1
1000002105,20240114,831,2,2.0,2248.0,2,PAID,ARS,44100.0,9261.0,0.0,53361.0
1000002236,20240114,167,1,,1328.0,3897,PAID,ARS,11400.0,2394.0,1200.0,14994.0
1000002746,20240114,846,2,2.0,1968.0,2,PAID,ARS,37800.0,7938.0,0.0,45738.0
1000002789,20240114,1184,2,1.0,3823.0,1,FULFILLED,ARS,11880.0,2494.8,0.0,14374.8
1000004079,20240114,51,1,,1299.0,4173,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
1000004961,20240114,130,1,,1171.0,2893,PAID,ARS,37044.0,7779.24,1200.0,46023.24
1000006150,20240114,713,1,,2117.0,2391,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
1000006626,20240114,91,2,4.0,3450.0,4,FULFILLED,ARS,98100.0,20601.0,0.0,118701.0
1000006856,20240114,980,1,,2291.0,1217,PAID,ARS,10584.0,2222.64,1200.0,14006.64
1000006985,20240114,559,1,,3073.0,2000,FULFILLED,ARS,24000.0,5040.0,1200.0,30240.0
1000007874,20240114,1279,2,4.0,3917.0,4,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
1000008373,20240114,501,1,,3742.0,3767,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
1000009965,20240114,473,1,,2641.0,3404,PAID,ARS,14175.0,2976.75,1200.0,18351.75
1000010047,20240114,1275,1,,2388.0,2589,FULFILLED,ARS,15675.0,3291.75,1500.0,20466.75
1000000371,20240115,977,1,,2690.0,1665,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0
1000000942,20240115,818,1,,1535.0,1249,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
1000001907,20240115,903,2,4.0,1764.0,4,PAID,ARS,42750.0,8977.5,0.0,51727.5
1000002606,20240115,1239,1,,2135.0,1142,FULFILLED,ARS,13200.0,2772.0,900.0,16872.0
1000003435,20240115,434,2,2.0,3635.0,2,FULFILLED,ARS,65850.0,13828.5,0.0,79678.5
1000003599,20240115,683,2,1.0,3721.0,1,FULFILLED,ARS,47025.0,9875.25,0.0,56900.25
1000004163,20240115,469,2,1.0,3200.0,1,FULFILLED,ARS,14250.0,2992.5,0.0,17242.5
1000004175,20240115,1255,1,,2201.0,1431,FULFILLED,ARS,11400.0,2394.0,1200.0,14994.0
