shipment_id,shipped_date_id,delivered_date_id,customer_id,channel_id,store_id,shipping_address_id,carrier,tracking_number,status,shipped_at_time,delivered_at_time
9000008067,20240103,20240106,1149,1,,1457,Correo Argentino,TRK-9O7X4ST46I,DELIVERED,02:24:48,02:24:48
9000008463,20240103,20240105,1342,1,,3331,Correo Argentino,TRK-7PSPNUJUCV,SHIPPED,03:24:42,03:24:42
9000008588,20240103,20240107,574,1,,2919,Correo Argentino,TRK-7SOL7UZ5K7,DELIVERED,04:46:08,04:46:08
9000008736,20240103,20240107,719,1,,3088,Correo Argentino,TRK-KMCDNDVA51,DELIVERED,06:11:38,06:11:38
9000008858,20240103,20240107,886,1,,2773,Correo Argentino,TRK-WH43UYXOFU,DELIVERED,05:47:13,05:47:13
9000009392,20240103,20240108,287,1,,2582,Correo Argentino,TRK-8KLJ50N3CB,DELIVERED,02:20:35,02:20:35
9000009602,20240103,20240105,948,1,,1758,Correo Argentino,TRK-TA0IB24K7Z,DELIVERED,16:25:54,16:25:54
9000009623,20240103,20240105,887,1,,1147,Correo Argentino,TRK-J0U0YOA4H1,SHIPPED,10:22:00,10:22:00
9000009854,20240103,20240108,1287,1,,4151,Correo Argentino,TRK-VRF7ZICRLB,DELIVERED,09:11:39,09:11:39
9000010165,20240103,20240104,100,2,4.0,4,PICKUP,,DELIVERED,10:01:39,10:01:39
9000010300,20240103,20240104,75,2,3.0,3,PICKUP,,DELIVERED,09:55:08,09:55:08
9000010851,20240103,20240107,361,1,,2777,Correo Argentino,TRK-BQFUYSUHDO,SHIPPED,03:21:38,03:21:38
9000010895,20240103,20240107,6,1,,3936,Correo Argentino,TRK-GPPMH9EQSJ,SHIPPED,06:54:24,06:54:24
9000000138,20240104,20240108,1240,1,,2700,Correo Argentino,TRK-W6GIOKOQS8,SHIPPED,08:23:39,08:23:39
9000000759,20240104,20240108,196,1,,3336,Correo Argentino,TRK-JZMNRPNUZF,DELIVERED,10:14:14,10:14:14
9000000946,20240104,20240105,1471,2,2.0,2,PICKUP,,DELIVERED,02:15:28,02:15:28
9000003566,20240104,20240108,485,1,,3870,Correo Argentino,TRK-CRXOW6S6CI,SHIPPED,20:35:16,20:35:16
9000004043,20240104,20240108,1340,1,,2828,Correo Argentino,TRK-2HG8ADL722,DELIVERED,13:59:09,13:59:09
9000006196,20240104,20240107,311,1,,2967,Correo Argentino,TRK-JHYYJXA47S,DELIVERED,09:57:37,09:57:37
9000006663,20240104,20240105,668,2,2.0,2,PICKUP,,DELIVERED,03:54:00,03:54:00
9000007028,20240104,20240109,701,1,,3332,Correo Argentino,TRK-S7VGN6BNGX,DELIVERED,03:13:36,03:13:36
9000007082,20240104,20240105,1468,2,2.0,2,PICKUP,,DELIVERED,16:05:05,16:05:05
9000009728,20240104,20240107,757,1,,2074,Correo Argentino,TRK-1PKY90KN3R,READY,03:48:44,03:48:44
9000011090,20240104,20240105,1268,2,2.0,2,PICKUP,,DELIVERED,11:16:17,11:16:17
9000011362,20240104,20240108,874,1,,2130,Correo Argentino,TRK-W0B5YJFJ8G,DELIVERED,09:30:03,09:30:03
9000011533,20240104,20240106,1016,1,,2814,Correo Argentino,TRK-78ZLNIMRQ1,DELIVERED,06:11:05,06:11:05
9000011570,20240104,20240105,1478,2,2.0,2,PICKUP,,SHIPPED,22:46:47,22:46:47
9000011658,20240104,20240106,437,1,,2882,Correo Argentino,TRK-7IQKOYCYKS,SHIPPED,20:54:12,20:54:12
9000011685,20240104,20240105,1129,2,3.0,3,PICKUP,,DELIVERED,20:20:44,20:20:44
9000011780,20240104,20240107,1323,1,,2507,Correo Argentino,TRK-X7HAAVFD61,DELIVERED,01:42:50,01:42:50
9000011979,20240104,20240105,741,2,1.0,1,PICKUP,,DELIVERED,22:27:19,22:27:19
9000000439,20240105,20240108,592,1,,4160,Correo Argentino,TRK-MD4F9HG3SD,DELIVERED,11:07:12,11:07:12
9000000715,20240105,20240106,1406,2,4.0,4,PICKUP,,DELIVERED,04:05:58,04:05:58
9000001469,20240105,20240109,703,1,,1942,Correo Argentino,TRK-QLJZGL1VE3,DELIVERED,16:56:23,16:56:23
9000001758,20240105,20240106,545,2,4.0,4,PICKUP,,SHIPPED,16:43:34,16:43:34
9000002102,20240105,20240107,631,1,,3673,Correo Argentino,TRK-52EPRTUTXL,DELIVERED,06:23:57,06:23:57
9000002980,20240105,20240110,487,1,,1304,Correo Argentino,TRK-4Y5MTM699U,SHIPPED,13:17:00,13:17:00
9000003492,20240105,20240106,117,2,1.0,1,PICKUP,,DELIVERED,03:24:59,03:24:59
9000004005,20240105,20240110,609,1,,3726,Correo Argentino,TRK-QC7MMC4A2E,DELIVERED,23:52:25,23:52:25
9000005120,20240105,20240109,719,1,,3379,Correo Argentino,TRK-HG7GTTO19Q,DELIVERED,19:04:29,19:04:29
9000006478,20240105,20240106,61,2,1.0,1,PICKUP,,DELIVERED,14:36:41,14:36:41
9000006559,20240105,20240106,778,2,1.0,1,PICKUP,,SHIPPED,05:12:24,05:12:24
9000006897,20240105,20240106,1060,2,2.0,2,PICKUP,,DELIVERED,01:19:15,01:19:15
9000009831,20240105,20240106,644,2,2.0,2,PICKUP,,DELIVERED,16:30:11,16:30:11
9000010085,20240105,20240106,462,2,1.0,1,PICKUP,,DELIVERED,08:34:14,08:34:14
9000010996,20240105,20240109,353,1,,2784,Correo Argentino,TRK-T4VCG6DYO6,DELIVERED,23:08:27,23:08:27
9000011450,20240105,20240106,1471,2,4.0,4,PICKUP,,DELIVERED,11:58:37,11:58:37
9000011782,20240105,20240109,124,1,,2412,Correo Argentino,TRK-CX4OZTXYNG,DELIVERED,14:46:18,14:46:18
9000000134,20240106,20240107,279,2,3.0,3,PICKUP,,DELIVERED,02:05:46,02:05:46
9000001030,20240106,20240110,645,1,,1886,Correo Argentino,TRK-YM765WM06H,DELIVERED,17:31:50,17:31:50
9000002209,20240106,20240113,37,1,,3862,Correo Argentino,TRK-F8TPCOREH1,DELIVERED,01:08:30,01:08:30
9000002864,20240106,20240107,637,2,4.0,4,PICKUP,,SHIPPED,16:08:19,16:08:19
9000003405,20240106,20240107,241,2,4.0,4,PICKUP,,DELIVERED,22:14:09,22:14:09
9000005382,20240106,20240107,27,2,4.0,4,PICKUP,,DELIVERED,12:52:57,12:52:57
9000006392,20240106,20240112,575,1,,1329,Correo Argentino,TRK-LCURVHAD2G,SHIPPED,01:01:53,01:01:53
9000006835,20240106,20240111,565,1,,3010,Correo Argentino,TRK-BW2LRWUGUK,SHIPPED,12:05:28,12:05:28
9000009343,20240106,20240107,114,2,4.0,4,PICKUP,,DELIVERED,03:49:59,03:49:59
9000009557,20240106,20240108,162,1,,3083,Correo Argentino,TRK-RJCB8VN15Y,READY,03:38:27,03:38:27
9000010716,20240106,20240108,174,1,,3283,Correo Argentino,TRK-B4X6YF11SI,DELIVERED,00:31:08,00:31:08
9000011637,20240106,20240110,1234,1,,2423,Correo Argentino,TRK-3RJWCIMBBX,DELIVERED,11:24:03,11:24:03
9000011869,20240106,20240110,1091,1,,2399,Correo Argentino,TRK-8ORBPHALCE,SHIPPED,19:12:52,19:12:52
9000003420,20240107,20240108,396,2,2.0,2,PICKUP,,SHIPPED,22:28:43,22:28:43
9000003603,20240107,20240110,535,1,,2931,Correo Argentino,TRK-SPAJYQEFQQ,DELIVERED,20:31:07,20:31:07
9000003623,20240107,20240108,1277,2,1.0,1,PICKUP,,DELIVERED,18:46:04,18:46:04
9000005568,20240107,20240112,825,1,,2852,Correo Argentino,TRK-LPVSVCSJBH,DELIVERED,06:40:47,06:40:47
9000005727,20240107,20240109,75,1,,2057,Correo Argentino,TRK-URV6NRVC8F,DELIVERED,20:36:00,20:36:00
9000007058,20240107,20240108,346,2,2.0,2,PICKUP,,SHIPPED,23:20:33,23:20:33
9000007804,20240107,20240108,817,2,3.0,3,PICKUP,,SHIPPED,12:12:37,12:12:37
9000008582,20240107,20240108,1336,2,1.0,1,PICKUP,,DELIVERED,17:10:11,17:10:11
9000008587,20240107,20240112,112,1,,2410,Correo Argentino,TRK-YZJ9N359J7,DELIVERED,04:23:44,04:23:44
9000008691,20240107,20240109,1311,1,,1546,Correo Argentino,TRK-9O16JTTBJ2,DELIVERED,09:04:35,09:04:35
9000008859,20240107,20240112,235,1,,2253,Correo Argentino,TRK-79EEJOKO9F,SHIPPED,01:50:47,01:50:47
9000009515,20240107,20240113,752,1,,1654,Correo Argentino,TRK-4IQDL6R7N9,SHIPPED,14:15:27,14:15:27
9000010126,20240107,20240108,505,2,2.0,2,PICKUP,,DELIVERED,04:42:41,04:42:41
9000011032,20240107,20240111,227,1,,3443,Correo Argentino,TRK-XFILOS50VP,DELIVERED,03:17:27,03:17:27
9000000152,20240108,20240109,385,2,2.0,2,PICKUP,,DELIVERED,00:18:03,00:18:03
9000000511,20240108,20240115,457,1,,3646,Correo Argentino,TRK-APXETGCJ7L,SHIPPED,07:18:50,07:18:50
9000000692,20240108,20240109,1158,2,2.0,2,PICKUP,,DELIVERED,10:58:51,10:58:51
9000000776,20240108,20240113,1043,1,,2706,Correo Argentino,TRK-7A1GQE1IE7,DELIVERED,19:05:35,19:05:35
9000001438,20240108,20240109,890,2,4.0,4,PICKUP,,DELIVERED,01:20:49,01:20:49
9000002090,20240108,20240109,1261,2,3.0,3,PICKUP,,DELIVERED,05:29:02,05:29:02
9000002174,20240108,20240114,381,1,,3172,Correo Argentino,TRK-B880FI3HGL,DELIVERED,06:07:33,06:07:33
9000003755,20240108,20240114,387,1,,1217,Correo Argentino,TRK-IAT4P9ZWSL,DELIVERED,21:50:21,21:50:21
9000004198,20240108,20240110,1111,1,,1845,Correo Argentino,TRK-S4EICMVMEJ,DELIVERED,21:45:25,21:45:25
9000008612,20240108,20240109,584,2,1.0,1,PICKUP,,DELIVERED,15:07:10,15:07:10
9000008857,20240108,20240112,664,1,,2396,Correo Argentino,TRK-VFAYU1Z34P,DELIVERED,05:52:07,05:52:07
9000009260,20240108,20240109,1216,2,3.0,3,PICKUP,,DELIVERED,22:58:57,22:58:57
9000009948,20240108,20240110,1415,1,,1470,Correo Argentino,TRK-O9AVSDJ46X,DELIVERED,03:29:56,03:29:56
9000011903,20240108,20240112,808,1,,1695,Correo Argentino,TRK-2WFMTMY4MK,DELIVERED,21:23:19,21:23:19
9000000483,20240109,20240113,445,1,,1608,Correo Argentino,TRK-2TE8ECZG04,DELIVERED,05:58:36,05:58:36
9000000940,20240109,20240110,58,2,3.0,3,PICKUP,,DELIVERED,03:23:32,03:23:32
9000001546,20240109,20240110,739,2,3.0,3,PICKUP,,DELIVERED,07:11:19,07:11:19
9000001658,20240109,20240110,156,2,2.0,2,PICKUP,,DELIVERED,04:13:18,04:13:18
9000002133,20240109,20240114,373,1,,2374,Correo Argentino,TRK-YX1EV61SEX,SHIPPED,14:30:04,14:30:04
9000002396,20240109,20240113,1216,1,,2107,Correo Argentino,TRK-G4JQR5DT2V,SHIPPED,23:49:17,23:49:17
9000002451,20240109,20240110,377,2,4.0,4,PICKUP,,DELIVERED,08:11:39,08:11:39
9000002534,20240109,20240110,991,2,2.0,2,PICKUP,,DELIVERED,01:00:31,01:00:31
9000002966,20240109,20240110,18,2,3.0,3,PICKUP,,DELIVERED,22:14:19,22:14:19
9000003303,20240109,20240110,1223,2,1.0,1,PICKUP,,DELIVERED,08:38:27,08:38:27
9000003373,20240109,20240110,936,2,4.0,4,PICKUP,,SHIPPED,06:56:18,06:56:18
9000004219,20240109,20240114,677,1,,1153,Correo Argentino,TRK-4U4JRCROCN,DELIVERED,07:45:12,07:45:12
9000004297,20240109,20240110,1320,2,2.0,2,PICKUP,,READY,06:41:55,06:41:55
9000004637,20240109,20240112,1359,1,,2836,Correo Argentino,TRK-NBVFGK2TD8,DELIVERED,16:15:50,16:15:50
9000005037,20240109,20240110,147,2,4.0,4,PICKUP,,DELIVERED,22:57:49,22:57:49
9000005107,20240109,20240110,247,2,4.0,4,PICKUP,,DELIVERED,07:24:39,07:24:39
9000005686,20240109,20240112,1038,1,,2327,Correo Argentino,TRK-TFYPPI678Q,DELIVERED,19:18:46,19:18:46
9000008956,20240109,20240110,331,2,3.0,3,PICKUP,,DELIVERED,22:17:17,22:17:17
9000008989,20240109,20240112,460,1,,2393,Correo Argentino,TRK-2TYRX5DXPX,DELIVERED,20:39:41,20:39:41
9000009370,20240109,20240110,1339,2,3.0,3,PICKUP,,READY,16:14:33,16:14:33
9000010207,20240109,20240111,417,1,,4180,Correo Argentino,TRK-JEBVMXSWTS,DELIVERED,04:12:41,04:12:41
9000010726,20240109,20240110,354,2,2.0,2,PICKUP,,DELIVERED,04:03:29,04:03:29
9000010746,20240109,20240110,854,2,2.0,2,PICKUP,,READY,23:49:12,23:49:12
9000000732,20240110,20240112,1036,1,,4029,Correo Argentino,TRK-65TYAGI9UO,DELIVERED,09:59:58,09:59:58
9000001652,20240110,20240112,741,1,,1224,Correo Argentino,TRK-TKO0I7LAO5,DELIVERED,21:06:57,21:06:57
9000001827,20240110,20240111,852,2,3.0,3,PICKUP,,DELIVERED,19:22:17,19:22:17
9000002402,20240110,20240113,536,1,,3834,Correo Argentino,TRK-AJUQ2L6ZB1,DELIVERED,22:33:03,22:33:03
9000002472,20240110,20240115,520,1,,3319,Correo Argentino,TRK-IM6GECR9GS,DELIVERED,19:45:06,19:45:06
9000003933,20240110,20240111,1221,2,3.0,3,PICKUP,,DELIVERED,13:04:58,13:04:58
9000005142,20240110,20240113,1367,1,,1601,Correo Argentino,TRK-BE7CJICMPX,DELIVERED,22:42:56,22:42:56
9000005716,20240110,20240111,1306,2,3.0,3,PICKUP,,DELIVERED,20:45:24,20:45:24
9000006895,20240110,20240113,754,1,,2515,Correo Argentino,TRK-5CP51DLBDJ,READY,19:53:43,19:53:43
9000007093,20240110,20240113,1204,1,,1166,Correo Argentino,TRK-WBIM12BC9D,SHIPPED,15:12:41,15:12:41
9000007369,20240110,20240114,1001,1,,1985,Correo Argentino,TRK-82CETRLDHO,DELIVERED,03:36:21,03:36:21
9000007400,20240110,20240113,1450,1,,1899,Correo Argentino,TRK-DMVLSIPGVO,SHIPPED,06:33:48,06:33:48
9000007569,20240110,20240111,758,2,4.0,4,PICKUP,,DELIVERED,11:57:25,11:57:25
9000007974,20240110,20240115,556,1,,3011,Correo Argentino,TRK-3DMPUCO71U,DELIVERED,13:58:11,13:58:11
9000008096,20240110,20240112,602,1,,3932,Correo Argentino,TRK-WOA0QDGGKC,DELIVERED,09:53:07,09:53:07
9000010426,20240110,20240111,565,2,2.0,2,PICKUP,,SHIPPED,20:26:34,20:26:34
9000010614,20240110,20240111,1022,2,3.0,3,PICKUP,,SHIPPED,14:51:49,14:51:49
9000011157,20240110,20240112,358,1,,1994,Correo Argentino,TRK-8MKPR3SLF0,DELIVERED,13:03:02,13:03:02
9000011783,20240110,20240112,918,1,,3045,Correo Argentino,TRK-MSI9WY540M,DELIVERED,02:33:49,02:33:49
9000000797,20240111,20240112,1247,2,3.0,3,PICKUP,,DELIVERED,02:46:21,02:46:21
9000001028,20240111,20240113,453,1,,4083,Correo Argentino,TRK-C4AT6PMNTX,DELIVERED,17:57:28,17:57:28
9000002642,20240111,20240115,52,1,,2043,Correo Argentino,TRK-BUESEKOU2C,DELIVERED,18:12:11,18:12:11
9000003886,20240111,20240112,1433,2,2.0,2,PICKUP,,DELIVERED,07:56:40,07:56:40
9000003973,20240111,20240112,1120,2,4.0,4,PICKUP,,DELIVERED,15:43:25,15:43:25
9000004770,20240111,20240112,427,2,1.0,1,PICKUP,,DELIVERED,01:13:13,01:13:13
9000006195,20240111,20240112,987,2,1.0,1,PICKUP,,SHIPPED,03:42:15,03:42:15
9000006911,20240111,20240115,1495,1,,3558,Correo Argentino,TRK-N0BEDIUMXY,DELIVERED,09:35:45,09:35:45
9000007393,20240111,20240112,253,2,3.0,3,PICKUP,,DELIVERED,06:43:36,06:43:36
9000008329,20240111,20240114,980,1,,3617,Correo Argentino,TRK-8EMYUXQ6TR,DELIVERED,00:42:55,00:42:55
9000008961,20240111,20240115,527,1,,1731,Correo Argentino,TRK-7U2PU9YFL8,DELIVERED,22:51:51,22:51:51
9000009055,20240111,20240112,1366,2,4.0,4,PICKUP,,DELIVERED,09:38:40,09:38:40
9000009196,20240111,20240112,137,2,4.0,4,PICKUP,,SHIPPED,16:40:18,16:40:18
9000009198,20240111,20240116,451,1,,3406,Correo Argentino,TRK-CDBCL3VLNB,DELIVERED,19:47:14,19:47:14
9000010933,20240111,20240112,1409,2,2.0,2,PICKUP,,DELIVERED,23:29:51,23:29:51
9000011605,20240111,20240112,366,2,3.0,3,PICKUP,,SHIPPED,06:58:15,06:58:15
9000011815,20240111,20240115,1156,1,,2866,Correo Argentino,TRK-URMGPZ69J5,DELIVERED,07:29:24,07:29:24
9000000035,20240112,20240113,585,2,1.0,1,PICKUP,,DELIVERED,05:54:27,05:54:27
9000000471,20240112,20240113,56,2,1.0,1,PICKUP,,DELIVERED,17:02:05,17:02:05
9000002050,20240112,20240116,560,1,,2809,Correo Argentino,TRK-UWYMA3BQD5,DELIVERED,06:38:03,06:38:03
9000004107,20240112,20240113,344,2,1.0,1,PICKUP,,DELIVERED,09:58:54,09:58:54
9000004332,20240112,20240116,450,1,,3001,Correo Argentino,TRK-RE0XGMTI0Y,DELIVERED,12:34:22,12:34:22
9000005005,20240112,20240117,1424,1,,3505,Correo Argentino,TRK-FUWG6XAV4J,DELIVERED,06:27:27,06:27:27
9000009226,20240112,20240117,835,1,,2665,Correo Argentino,TRK-IZFQJAH3L3,SHIPPED,18:44:02,18:44:02
9000009310,20240112,20240113,177,2,1.0,1,PICKUP,,SHIPPED,20:19:04,20:19:04
9000010038,20240112,20240113,918,2,3.0,3,PICKUP,,DELIVERED,06:36:38,06:36:38
9000010832,20240112,20240115,584,1,,3633,Correo Argentino,TRK-NRZODPCMQ1,DELIVERED,17:16:43,17:16:43
9000011292,20240112,20240113,203,2,1.0,1,PICKUP,,DELIVERED,06:49:44,06:49:44
9000011624,20240112,20240119,770,1,,3792,Correo Argentino,TRK-GPBNIZ0TUO,DELIVERED,17:41:11,17:41:11
9000000046,20240113,20240117,276,1,,1489,Correo Argentino,TRK-ENFRRYBCN7,DELIVERED,03:01:18,03:01:18
9000000823,20240113,20240116,852,1,,2364,Correo Argentino,TRK-F645HA8G7J,DELIVERED,13:21:19,13:21:19
9000000902,20240113,20240114,960,2,3.0,3,PICKUP,,DELIVERED,00:58:32,00:58:32
9000001650,20240113,20240115,746,1,,2380,Correo Argentino,TRK-N1NXX2MTJ3,SHIPPED,12:43:21,12:43:21
9000001747,20240113,20240114,478,2,4.0,4,PICKUP,,SHIPPED,14:01:52,14:01:52
9000001799,20240113,20240114,274,2,2.0,2,PICKUP,,DELIVERED,17:12:40,17:12:40
9000002280,20240113,20240116,1379,1,,2942,Correo Argentino,TRK-0SOM4G53MR,DELIVERED,11:07:47,11:07:47
9000002683,20240113,20240114,1064,2,3.0,3,PICKUP,,DELIVERED,19:31:00,19:31:00
9000003447,20240113,20240114,576,2,4.0,4,PICKUP,,DELIVERED,22:17:30,22:17:30
9000004606,20240113,20240114,969,2,3.0,3,PICKUP,,DELIVERED,04:06:26,04:06:26
9000004768,20240113,20240116,685,1,,1521,Correo Argentino,TRK-P9SNF2ZKAP,DELIVERED,14:05:07,14:05:07
9000007739,20240113,20240114,1416,2,2.0,2,PICKUP,,DELIVERED,13:04:47,13:04:47
9000007829,20240113,20240114,1398,2,1.0,1,PICKUP,,DELIVERED,04:20:28,04:20:28
9000008890,20240113,20240117,295,1,,3606,Correo Argentino,TRK-F99PW3VOYL,DELIVERED,00:47:56,00:47:56
9000009746,20240113,20240118,423,1,,3213,Correo Argentino,TRK-YE7JSQ1E42,DELIVERED,07:53:00,07:53:00
9000011060,20240113,20240119,1486,1,,3258,Correo Argentino,TRK-21IS2IUITZ,DELIVERED,16:41:12,16:41:12
9000011242,20240113,20240114,1309,2,4.0,4,PICKUP,,DELIVERED,05:12:12,05:12:12
9000011948,20240113,20240114,1465,2,1.0,1,PICKUP,,SHIPPED,04:16:34,04:16:34
9000000041,20240114,20240115,1005,2,3.0,3,PICKUP,,DELIVERED,09:59:03,09:59:03
9000000525,20240114,20240119,32,1,,3187,Correo Argentino,TRK-WXW0SQGOVX,DELIVERED,03:58:31,03:58:31
9000000573,20240114,20240116,1385,1,,3092,Correo Argentino,TRK-943UN69YDY,DELIVERED,23:13:39,23:13:39
9000001081,20240114,20240119,1015,1,,2223,Correo Argentino,TRK-TR9YBC06DR,DELIVERED,16:52:43,16:52:43
9000002105,20240114,20240115,831,2,2.0,2,PICKUP,,SHIPPED,05:43:03,05:43:03
9000002746,20240114,20240115,846,2,2.0,2,PICKUP,,SHIPPED,08:56:01,08:56:01
9000002789,20240114,20240115,1184,2,1.0,1,PICKUP,,DELIVERED,06:02:21,06:02:21
9000003966,20240114,20240117,76,1,,3458,Correo Argentino,TRK-YVNCD7EKCZ,SHIPPED,17:57:16,17:57:16
9000006626,20240114,20240115,91,2,4.0,4,PICKUP,,DELIVERED,04:37:14,04:37:14
9000007027,20240114,20240118,353,1,,1202,Correo Argentino,TRK-4PY8K1PD2U,DELIVERED,13:05:08,13:05:08
9000007749,20240114,20240118,580,1,,2255,Correo Argentino,TRK-0LC8TEIVA0,DELIVERED,14:37:53,14:37:53
9000007819,20240114,20240116,508,1,,1596,Correo Argentino,TRK-I6CTK5KGCM,DELIVERED,09:48:27,09:48:27
9000007874,20240114,20240115,1279,2,4.0,4,PICKUP,,DELIVERED,10:13:29,10:13:29
9000008333,20240114,20240116,45,1,,2447,Correo Argentino,TRK-KZCDET70CM,DELIVERED,08:47:33,08:47:33
9000009179,20240114,20240117,878,1,,3712,Correo Argentino,TRK-Q13EH435SU,SHIPPED,13:44:32,13:44:32
9000009250,20240114,20240118,1010,1,,2696,Correo Argentino,TRK-33HRBDG6U5,SHIPPED,08:51:34,08:51:34
9000009251,20240114,20240119,384,1,,2007,Correo Argentino,TRK-47BNYJQJAB,DELIVERED,08:30:34,08:30:34
9000010278,20240114,20240119,1122,1,,1947,Correo Argentino,TRK-ONNTB5BHPN,DELIVERED,07:35:51,07:35:51
9000010648,20240114,20240116,145,1,,3100,Correo Argentino,TRK-P2KVV3AEND,DELIVERED,07:50:13,07:50:13
9000011612,20240114,20240116,334,1,,2293,Correo Argentino,TRK-QYYEQFBIOU,DELIVERED,14:46:59,14:46:59
9000001907,20240115,20240116,903,2,4.0,4,PICKUP,,SHIPPED,07:18:01,07:18:01
9000002236,20240115,20240120,167,1,,3897,Correo Argentino,TRK-Y7IYDC2F96,SHIPPED,13:10:39,13:10:39
9000003435,20240115,20240116,434,2,2.0,2,PICKUP,,DELIVERED,04:55:34,04:55:34
9000003599,20240115,20240116,683,2,1.0,1,PICKUP,,DELIVERED,05:42:51,05:42:51
9000004079,20240115,20240117,51,1,,4173,Correo Argentino,TRK-UXNZKA3NA9,DELIVERED,02:04:51,02:04:51
9000004163,20240115,20240116,469,2,1.0,1,PICKUP,,DELIVERED,18:39:19,18:39:19
9000004961,20240115,20240120,130,1,,2893,Correo Argentino,TRK-AC7ZS4KXHU,SHIPPED,18:01:12,18:01:12
9000006150,20240115,20240120,713,1,,2391,Correo Argentino,TRK-95766PS55S,DELIVERED,15:01:17,15:01:17
9000006856,20240115,20240121,980,1,,1217,Correo Argentino,TRK-PYD5YWY9OD,SHIPPED,15:04:14,15:04:14
9000006985,20240115,20240119,559,1,,2000,Correo Argentino,TRK-QUPMBI6MQU,DELIVERED,17:10:00,17:10:00
