order_item_id,date_id,product_sk,customer_sk,channel_sk,store_sk,quantity,unit_price,discount_amount,line_total
5000009905,20240109,2,1001,1,,1,15000.0,0.0,15000.0
5000009950,20240109,2,1450,1,,1,15000.0,300.0,14700.0
5000009951,20240109,1,1450,1,,3,13200.0,0.0,39600.0
5000010710,20240109,1,556,1,,2,12000.0,1200.0,22800.0
5000010877,20240109,2,602,1,,2,13500.0,1350.0,25650.0
5000012042,20240109,1,331,2,3.0,3,12000.0,1800.0,34200.0
5000012607,20240109,2,1339,2,3.0,2,15000.0,3000.0,27000.0
5000012608,20240109,2,1339,2,3.0,3,13500.0,4050.0,36450.0
5000012761,20240109,2,351,2,4.0,2,15000.0,3000.0,27000.0
5000012762,20240109,1,351,2,4.0,2,12600.0,1260.0,23940.0
5000012763,20240109,1,351,2,4.0,2,12000.0,2400.0,21600.0
5000014427,20240109,2,354,2,2.0,3,15000.0,900.0,44100.0
5000014453,20240109,2,854,2,2.0,3,15000.0,4500.0,40500.0
5000014454,20240109,1,854,2,2.0,1,12000.0,1200.0,10800.0
5000015012,20240109,2,358,1,,3,16500.0,2475.0,47025.0
5000015866,20240109,1,918,1,,2,12000.0,1200.0,22800.0
5000001356,20240110,2,453,1,,2,13500.0,1350.0,25650.0
5000002421,20240110,1,852,2,3.0,2,12600.0,2520.0,22680.0
5000003506,20240110,2,52,1,,2,15750.0,0.0,31500.0
5000005253,20240110,1,1221,2,3.0,1,12000.0,1200.0,10800.0
5000005254,20240110,2,1221,2,3.0,3,13500.0,4050.0,36450.0
5000007660,20240110,1,1306,2,3.0,2,13200.0,528.0,25872.0
5000007661,20240110,2,1306,2,3.0,2,15750.0,3150.0,28350.0
5000007662,20240110,2,1306,2,3.0,1,15000.0,0.0,15000.0
5000007682,20240110,1,13,1,,3,12600.0,756.0,37044.0
5000009267,20240110,2,1495,1,,1,15750.0,787.5,14962.5
5000009268,20240110,1,1495,1,,1,10800.0,1080.0,9720.0
5000010161,20240110,2,758,2,4.0,3,15750.0,945.0,46305.0
5000011188,20240110,1,980,1,,2,12000.0,480.0,23520.0
5000012048,20240110,2,527,1,,1,15750.0,0.0,15750.0
5000012374,20240110,2,451,1,,2,15750.0,3150.0,28350.0
5000012375,20240110,2,451,1,,1,15000.0,750.0,14250.0
5000014016,20240110,1,565,2,2.0,3,12000.0,1800.0,34200.0
5000014017,20240110,1,565,2,2.0,3,13200.0,1980.0,37620.0
5000014274,20240110,1,1022,2,3.0,2,12600.0,2520.0,22680.0
5000014275,20240110,2,1022,2,3.0,2,15000.0,0.0,30000.0
5000014276,20240110,2,1022,2,3.0,2,13500.0,540.0,26460.0
5000015340,20240110,1,1192,1,,2,10800.0,0.0,21600.0
5000015341,20240110,1,1192,1,,2,12000.0,480.0,23520.0
5000015342,20240110,2,1192,1,,3,15000.0,0.0,45000.0
5000015908,20240110,1,1156,1,,2,10800.0,0.0,21600.0
5000001055,20240111,2,1247,2,3.0,2,15000.0,1500.0,28500.0
5000001056,20240111,1,1247,2,3.0,3,10800.0,648.0,31752.0
5000002706,20240111,1,560,1,,1,12600.0,0.0,12600.0
5000004840,20240111,1,117,1,,1,10800.0,216.0,10584.0
5000004841,20240111,1,117,1,,3,13200.0,1980.0,37620.0
5000005194,20240111,2,1433,2,2.0,3,15000.0,900.0,44100.0
5000005306,20240111,2,1120,2,4.0,2,15750.0,630.0,30870.0
5000005798,20240111,2,450,1,,1,15000.0,1500.0,13500.0
5000006388,20240111,1,427,2,1.0,2,12600.0,0.0,25200.0
5000006720,20240111,2,1424,1,,1,15000.0,300.0,14700.0
5000008306,20240111,1,987,2,1.0,3,10800.0,648.0,31752.0
5000009941,20240111,2,253,2,3.0,3,15000.0,4500.0,40500.0
5000012178,20240111,2,1366,2,4.0,3,15000.0,0.0,45000.0
5000012370,20240111,1,137,2,4.0,1,12000.0,1200.0,10800.0
5000012371,20240111,1,137,2,4.0,1,12000.0,0.0,12000.0
5000012410,20240111,1,835,1,,2,10800.0,0.0,21600.0
5000014569,20240111,1,584,1,,2,12000.0,2400.0,21600.0
5000014570,20240111,1,584,1,,1,10800.0,0.0,10800.0
5000014702,20240111,2,1409,2,2.0,1,13500.0,1350.0,12150.0
5000015644,20240111,2,366,2,3.0,3,15750.0,0.0,47250.0
5000015667,20240111,2,770,1,,3,15750.0,945.0,46305.0
5000000054,20240112,1,585,2,1.0,2,12000.0,2400.0,21600.0
5000000069,20240112,2,276,1,,2,16500.0,0.0,33000.0
5000000630,20240112,1,56,2,1.0,3,12000.0,1800.0,34200.0
5000001088,20240112,2,852,1,,1,13500.0,1350.0,12150.0
5000002184,20240112,1,746,1,,3,13200.0,1980.0,37620.0
5000003021,20240112,2,1379,1,,2,15000.0,3000.0,27000.0
5000005496,20240112,1,344,2,1.0,3,12000.0,1800.0,34200.0
5000006386,20240112,1,685,1,,1,12000.0,0.0,12000.0
5000011958,20240112,1,295,1,,1,12000.0,600.0,11400.0
5000011959,20240112,1,295,1,,3,12000.0,720.0,35280.0
5000012524,20240112,1,177,2,1.0,2,10800.0,2160.0,19440.0
5000012525,20240112,2,177,2,1.0,1,15750.0,787.5,14962.5
5000012526,20240112,1,177,2,1.0,1,13200.0,660.0,12540.0
5000013105,20240112,1,423,1,,1,12000.0,0.0,12000.0
5000013492,20240112,2,918,2,3.0,1,15000.0,1500.0,13500.0
5000014882,20240112,2,1486,1,,2,13500.0,2700.0,24300.0
5000015198,20240112,2,203,2,1.0,1,15000.0,1500.0,13500.0
5000000703,20240113,1,32,1,,2,12000.0,2400.0,21600.0
5000000759,20240113,1,1385,1,,3,12000.0,720.0,35280.0
5000001189,20240113,2,960,2,3.0,2,15000.0,0.0,30000.0
5000001190,20240113,2,960,2,3.0,2,15750.0,630.0,30870.0
5000001429,20240113,1,1015,1,,2,10800.0,1080.0,20520.0
5000001430,20240113,1,1015,1,,2,12000.0,2400.0,21600.0
5000002315,20240113,1,478,2,4.0,1,12000.0,240.0,11760.0
5000002384,20240113,2,274,2,2.0,1,15000.0,1500.0,13500.0
5000003562,20240113,1,1064,2,3.0,1,12000.0,1200.0,10800.0
5000004615,20240113,1,576,2,4.0,2,12000.0,480.0,23520.0
5000005299,20240113,1,76,1,,3,12000.0,3600.0,32400.0
5000006175,20240113,1,969,2,3.0,3,12000.0,1800.0,34200.0
5000006176,20240113,2,969,2,3.0,2,15000.0,3000.0,27000.0
5000009435,20240113,1,353,1,,3,12000.0,720.0,35280.0
5000010401,20240113,1,1416,2,2.0,2,13200.0,0.0,26400.0
5000010402,20240113,2,1416,2,2.0,3,15000.0,2250.0,42750.0
5000010403,20240113,2,1416,2,2.0,3,15000.0,900.0,44100.0
5000010419,20240113,2,580,1,,2,15000.0,0.0,30000.0
5000010420,20240113,2,580,1,,3,16500.0,0.0,49500.0
5000010510,20240113,2,508,1,,1,13500.0,270.0,13230.0
5000010522,20240113,1,1398,2,1.0,1,13200.0,660.0,12540.0
5000011192,20240113,2,45,1,,1,13500.0,1350.0,12150.0
5000011193,20240113,2,45,1,,2,15000.0,600.0,29400.0
5000011194,20240113,1,45,1,,1,12000.0,240.0,11760.0
5000012346,20240113,1,878,1,,3,12000.0,3600.0,32400.0
5000012443,20240113,1,1010,1,,3,12000.0,3600.0,32400.0
5000012444,20240113,1,1010,1,,1,13200.0,264.0,12936.0
5000012445,20240113,1,384,1,,3,12000.0,1800.0,34200.0
5000013814,20240113,1,1122,1,,1,10800.0,540.0,10260.0
5000014324,20240113,1,145,1,,2,12000.0,0.0,24000.0
5000015127,20240113,1,1309,2,4.0,1,12600.0,0.0,12600.0
5000015653,20240113,1,334,1,,1,12600.0,252.0,12348.0
5000016085,20240113,2,1465,2,1.0,1,15000.0,1500.0,13500.0
5000016086,20240113,1,1465,2,1.0,3,12000.0,1800.0,34200.0
5000000062,20240114,2,1005,2,3.0,1,15000.0,750.0,14250.0
5000000063,20240114,1,1005,2,3.0,1,10800.0,540.0,10260.0
5000002784,20240114,2,831,2,2.0,3,15000.0,900.0,44100.0
5000002959,20240114,1,167,1,,1,12000.0,600.0,11400.0
5000003656,20240114,1,846,2,2.0,3,12600.0,0.0,37800.0
5000003717,20240114,1,1184,2,1.0,1,13200.0,1320.0,11880.0
5000005455,20240114,2,51,1,,1,13500.0,0.0,13500.0
5000006654,20240114,1,130,1,,3,12600.0,756.0,37044.0
5000008240,20240114,2,713,1,,3,15000.0,2250.0,42750.0
5000008892,20240114,2,91,2,4.0,3,15000.0,2250.0,42750.0
5000008893,20240114,2,91,2,4.0,3,15000.0,4500.0,40500.0
5000008894,20240114,2,91,2,4.0,1,16500.0,1650.0,14850.0
5000009197,20240114,1,980,1,,1,10800.0,216.0,10584.0
5000009372,20240114,1,559,1,,2,12000.0,0.0,24000.0
5000010585,20240114,2,1279,2,4.0,2,15000.0,600.0,29400.0
5000011250,20240114,1,501,1,,2,12000.0,480.0,23520.0
5000013395,20240114,2,473,1,,1,15750.0,1575.0,14175.0
5000013504,20240114,2,1275,1,,1,16500.0,825.0,15675.0
5000000498,20240115,2,977,1,,2,15000.0,0.0,30000.0
5000001242,20240115,1,818,1,,3,12000.0,0.0,36000.0
5000002520,20240115,2,903,2,4.0,3,15000.0,2250.0,42750.0
5000003459,20240115,1,1239,1,,1,13200.0,0.0,13200.0
5000004599,20240115,2,434,2,2.0,2,15000.0,600.0,29400.0
5000004600,20240115,2,434,2,2.0,3,13500.0,4050.0,36450.0
5000004814,20240115,2,683,2,1.0,3,16500.0,2475.0,47025.0
5000005574,20240115,2,469,2,1.0,1,15000.0,750.0,14250.0
5000005591,20240115,1,1255,1,,1,12000.0,600.0,11400.0
5000006218,20240115,1,29,1,,2,13200.0,2640.0,23760.0
5000008094,20240115,2,125,1,,2,15750.0,630.0,30870.0
5000008095,20240115,1,125,1,,2,12000.0,2400.0,21600.0
5000008347,20240115,1,1084,1,,2,12000.0,480.0,23520.0
5000010934,20240115,1,853,2,4.0,3,13200.0,0.0,39600.0
5000011850,20240115,2,394,1,,1,13500.0,0.0,13500.0
5000012769,20240115,1,1496,2,2.0,1,12000.0,0.0,12000.0
5000012775,20240115,2,874,2,4.0,3,15750.0,0.0,47250.0
5000013324,20240115,2,1208,2,1.0,2,15000.0,1500.0,28500.0
5000013460,20240115,1,1173,1,,3,10800.0,648.0,31752.0
5000013708,20240115,2,814,2,4.0,3,16500.0,990.0,48510.0
5000013824,20240115,1,217,2,3.0,2,12000.0,480.0,23520.0
5000013825,20240115,1,217,2,3.0,2,13200.0,528.0,25872.0
5000002666,20240116,1,177,1,,1,12000.0,0.0,12000.0
5000003072,20240116,1,18,1,,1,12600.0,0.0,12600.0
5000003187,20240116,2,1405,2,1.0,3,15000.0,0.0,45000.0
5000003397,20240116,1,358,1,,3,13200.0,3960.0,35640.0
5000004522,20240116,1,1234,2,4.0,3,12000.0,1800.0,34200.0
5000005398,20240116,1,1327,1,,2,12000.0,480.0,23520.0
5000005399,20240116,1,1327,1,,1,12000.0,600.0,11400.0
5000005598,20240116,1,967,1,,2,12000.0,1200.0,22800.0
5000006617,20240116,1,724,2,2.0,2,12000.0,2400.0,21600.0
5000007733,20240116,2,381,1,,3,15000.0,0.0,45000.0
5000008432,20240116,1,63,2,4.0,1,13200.0,660.0,12540.0
5000008433,20240116,2,63,2,4.0,2,15000.0,1500.0,28500.0
5000008434,20240116,2,63,2,4.0,1,15000.0,1500.0,13500.0
5000010878,20240116,1,884,1,,2,12000.0,0.0,24000.0
5000010879,20240116,1,884,1,,2,10800.0,432.0,21168.0
5000011308,20240116,2,695,1,,1,15000.0,0.0,15000.0
5000011309,20240116,1,695,1,,3,12000.0,0.0,36000.0
5000011409,20240116,1,738,1,,3,12000.0,720.0,35280.0
5000011562,20240116,2,313,1,,2,15000.0,1500.0,28500.0
5000011853,20240116,2,1191,1,,3,15000.0,2250.0,42750.0
5000012068,20240116,2,524,2,4.0,2,13500.0,540.0,26460.0
5000012069,20240116,1,524,2,4.0,2,12000.0,480.0,23520.0
5000012888,20240116,1,548,2,2.0,3,12000.0,720.0,35280.0
5000012889,20240116,2,548,2,2.0,1,15750.0,0.0,15750.0
5000013926,20240116,1,897,1,,3,12000.0,720.0,35280.0
5000014189,20240116,2,855,2,4.0,2,15000.0,0.0,30000.0
5000014306,20240116,2,981,1,,1,15750.0,0.0,15750.0
5000014307,20240116,1,981,1,,3,10800.0,648.0,31752.0
5000015485,20240116,1,928,1,,2,10800.0,432.0,21168.0
5000015486,20240116,2,928,1,,1,15000.0,0.0,15000.0
5000015745,20240116,1,598,2,4.0,2,12000.0,480.0,23520.0
5000001795,20240117,2,692,1,,3,15750.0,0.0,47250.0
5000003004,20240117,1,272,1,,3,12000.0,720.0,35280.0
5000005996,20240117,2,751,1,,1,15000.0,0.0,15000.0
5000005997,20240117,1,751,1,,3,13200.0,0.0,39600.0
5000006140,20240117,2,539,1,,2,15750.0,3150.0,28350.0
5000006141,20240117,2,539,1,,1,15000.0,750.0,14250.0
5000007185,20240117,1,1220,2,3.0,3,13200.0,3960.0,35640.0
5000007363,20240117,2,1034,1,,3,16500.0,4950.0,44550.0
5000007753,20240117,2,1339,1,,2,15000.0,0.0,30000.0
5000007754,20240117,1,1339,1,,3,12000.0,3600.0,32400.0
5000008144,20240117,1,920,2,2.0,1,10800.0,1080.0,9720.0
