payment_id,paid_date_id,customer_id,channel_id,store_id,billing_address_id,amount,method,status,transaction_ref,paid_at_time
7000000439,20240104,592,1,,1328.0,27588.0,CARD,PAID,TX-F8QMQHZW22DP,15:07:12
7000000759,20240104,196,1,,2507.0,34170.0,CARD,PAID,TX-81DDT8YK4CUC,04:14:14
7000000946,20240104,1471,2,2.0,2385.0,65811.9,CARD,PAID,TX-QWDVC65HYS7B,20:15:28
7000002102,20240104,631,1,,3775.0,31936.5,GATEWAY,PAID,TX-0OPUHKGMZXOB,12:23:57
7000002980,20240104,487,1,,3192.0,42582.0,GATEWAY,PAID,TX-7N713C46ZP81,14:17:00
7000003217,20240104,1204,1,,2542.0,44760.0,CARD,PAID,TX-ZN4KSOVMYH8W,18:28:29
7000003934,20240104,868,2,1.0,1464.0,27588.0,CARD,PAID,TX-8S30WHAT7Q0P,15:37:07
7000005769,20240104,349,1,,2584.0,18987.0,CARD,REFUNDED,TX-CADB5IU9KZHF,02:20:27
7000006062,20240104,1263,1,,1773.0,12661.2,CARD,PAID,TX-Z9FO9WU55I6S,13:28:56
7000006196,20240104,311,1,,2318.0,41130.0,CARD,PAID,TX-K34RTUAJBQQX,18:57:37
7000006234,20240104,1346,1,,2181.0,29659.2,GATEWAY,PAID,TX-739IYGKAD4M1,13:39:50
7000007053,20240104,1074,1,,2913.0,30782.16,CARD,PAID,TX-ZV0OLL7A9RGC,06:38:12
7000008463,20240104,1342,1,,1965.0,35503.5,CARD,PAID,TX-GHKK39QFY2TW,02:24:42
7000008736,20240104,719,1,,3997.0,14268.0,GATEWAY,PAID,TX-J3C0RIPZSAHC,22:11:38
7000009392,20240104,287,1,,,81594.9,CARD,PAID,TX-9HAQ8GIIVL6S,06:20:35
7000009602,20240104,948,1,,1618.0,19350.0,CARD,PAID,TX-2Q1IHKH3BCS5,03:25:54
7000009854,20240104,1287,1,,1172.0,25729.2,CARD,PAID,TX-A9JY10WL6OXP,22:11:39
7000010165,20240104,100,2,4.0,2990.0,14520.0,CASH,PAID,TX-TIJIVGPW77H5,11:01:39
7000010300,20240104,75,2,3.0,2347.0,107811.0,CASH,PAID,TX-3BHV8027YQ3W,16:55:08
7000011308,20240104,1200,1,,3131.0,19604.62,GATEWAY,PAID,TX-L3V4J65BJ1TC,07:49:48
7000011362,20240104,874,1,,1742.0,50505.0,GATEWAY,PAID,TX-M8EBXAZX2MWA,15:30:03
7000011533,20240104,1016,1,,1507.0,39015.0,CARD,PAID,TX-YXWFGQHU9HK6,17:11:05
7000001469,20240105,703,1,,2016.0,14268.0,GATEWAY,PAID,TX-ZK2HACI167DV,06:56:23
7000002209,20240105,37,1,,1066.0,15720.0,CARD,PAID,TX-PTJ8RLA49FD3,15:08:30
7000003566,20240105,485,1,,,49005.0,CARD,PAID,TX-YYFWDD600GAP,14:35:16
7000006859,20240105,1101,1,,4123.0,13314.6,GATEWAY,PAID,TX-YL37ZY75YYUL,03:11:48
7000006897,20240105,1060,2,2.0,3318.0,54450.0,CARD,PAID,TX-S5J5V9NN6RFC,18:19:15
7000007028,20240105,701,1,,1086.0,105044.7,CARD,PAID,TX-M2L4LKNQKXPE,08:13:36
7000010895,20240105,6,1,,2316.0,52627.5,CARD,PAID,TX-6QSX6KX0WJ3F,03:54:24
7000011570,20240105,1478,2,2.0,3536.0,54450.0,CARD,PAID,TX-W49Q664G3UR2,23:46:47
7000000138,20240106,1240,1,,2473.0,42882.0,CARD,PAID,TX-PXS2LYM9VUDM,06:23:39
7000000715,20240106,1406,2,4.0,4128.0,14520.0,CASH,PAID,TX-BVUM9BUBPCQ4,02:05:58
7000001030,20240106,645,1,,2366.0,54261.0,CARD,PAID,TX-G1IQ3TVFUIY1,00:31:50
7000001758,20240106,545,2,4.0,3641.0,75867.0,CARD,PAID,TX-90OAOD5SCZM0,06:43:34
7000003578,20240106,304,2,3.0,3407.0,30492.0,CARD,PAID,TX-15BPQ6CDKW9V,05:28:29
7000004005,20240106,609,1,,,14694.0,GATEWAY,PAID,TX-FFTG4CVXY1V4,12:52:25
7000004043,20240106,1340,1,,1606.0,55950.0,CARD,PAID,TX-LU7EDNUKEIWB,10:59:09
7000005120,20240106,719,1,,2298.0,40331.4,GATEWAY,PAID,TX-S8ZXMIPT1AMI,04:04:29
7000006392,20240106,575,1,,3944.0,37500.0,CARD,PAID,TX-6J8NZ3Q8PIM1,13:01:53
7000006478,20240106,61,2,1.0,1524.0,39204.0,CASH,PAID,TX-8R6U349LEBJE,02:36:41
7000006559,20240106,778,2,1.0,3153.0,42688.8,TRANSFER,PAID,TX-U9Y78O9OU7P9,13:12:24
7000006663,20240106,668,2,2.0,3621.0,14374.8,CARD,PAID,TX-FAMVVLKMS5AB,21:54:00
7000007082,20240106,1468,2,2.0,2502.0,111259.5,TRANSFER,PAID,TX-ECSUWQY7Y0UT,21:05:05
7000008859,20240106,235,1,,3984.0,14994.0,CARD,PAID,TX-JU7JQU3QW11S,05:50:47
7000009831,20240106,644,2,2.0,2477.0,68970.0,CASH,PAID,TX-HNHIDU0CSK8U,13:30:11
7000010716,20240106,174,1,,1130.0,13794.0,CARD,PAID,TX-X550FAFL82W1,06:31:08
7000010996,20240106,353,1,,1442.0,29940.0,CARD,PAID,TX-40AK81VOF5Q2,07:08:27
7000011090,20240106,1268,2,2.0,3874.0,17242.5,CASH,PAID,TX-QYW7YJQMATI8,16:16:17
7000011450,20240106,1471,2,4.0,2921.0,83090.7,CARD,PAID,TX-YWZOHH93L8NC,05:58:37
7000011637,20240106,1234,1,,,49106.4,CARD,PAID,TX-BJ3INGWG8TMY,16:24:03
7000011658,20240106,437,1,,4110.0,99110.7,CARD,PAID,TX-4KO4Q8EYP9KD,06:54:12
7000011780,20240106,1323,1,,2194.0,33144.0,GATEWAY,PAID,TX-UE75JG6QKQBH,00:42:50
7000011869,20240106,1091,1,,2664.0,28923.6,GATEWAY,PAID,TX-LYWLFZ2O1NX5,17:12:52
7000003492,20240107,117,2,1.0,3784.0,11761.2,CARD,PAID,TX-7W1QMCD8SY1X,21:24:59
7000003603,20240107,535,1,,1734.0,18142.5,CARD,PAID,TX-AQW3DJPI67OC,17:31:07
7000006835,20240107,565,1,,2760.0,43588.8,CARD,PAID,TX-S7LWO2PVY3LC,22:05:28
7000007804,20240107,817,2,3.0,1425.0,54072.48,TRANSFER,PAID,TX-KBB7UI6P1M7C,17:12:37
7000008587,20240107,112,1,,4036.0,53227.5,CARD,PAID,TX-LO03IF1QWEG7,14:23:44
7000008691,20240107,1311,1,,2370.0,31082.16,CARD,REFUNDED,TX-JX8T6HPUYI6T,12:04:35
7000010085,20240107,462,2,1.0,1928.0,36300.0,CARD,PAID,TX-B9HF7GDCMINS,10:34:14
7000011032,20240107,227,1,,1323.0,69952.2,GATEWAY,PAID,TX-V5C9YKDVPY0M,12:17:27
7000011685,20240107,1129,2,3.0,1746.0,14374.8,CASH,PAID,TX-Y2Z6V2M9EED0,03:20:44
7000011782,20240107,124,1,,2455.0,17235.0,CARD,PAID,TX-0YKY268GA1EJ,08:46:18
7000011979,20240107,741,2,1.0,3925.0,42834.0,TRANSFER,PAID,TX-5N3D1S31Q2C2,00:27:19
7000000134,20240108,279,2,3.0,1059.0,75358.8,CASH,PAID,TX-98P7PRJHHZH1,22:05:46
7000000483,20240108,445,1,,1669.0,15720.0,GATEWAY,PAID,TX-JJI7LAMJEQBF,20:58:36
7000000692,20240108,1158,2,2.0,2496.0,26136.0,TRANSFER,PAID,TX-DK5P0FMTB02B,13:58:51
7000002174,20240108,381,1,,2909.0,15129.6,GATEWAY,PAID,TX-I250O8G7DPI5,01:07:33
7000002864,20240108,637,2,4.0,2391.0,43560.0,CARD,PAID,TX-SV04ELFXJ98M,15:08:19
7000003405,20240108,241,2,4.0,1949.0,13068.0,CASH,PAID,TX-MG5OZV4HKS5U,09:14:09
7000003420,20240108,396,2,2.0,2372.0,41382.0,TRANSFER,PAID,TX-567283CYWO5G,01:28:43
7000004219,20240108,677,1,,1623.0,14229.6,CARD,PAID,TX-RQXRHNJAGR0D,10:45:12
7000005568,20240108,825,1,,1425.0,13794.0,CARD,PAID,TX-GGCVUT74MG6Y,20:40:47
7000005727,20240108,75,1,,2790.0,43172.4,GATEWAY,PAID,TX-ECVMJVBD47UG,21:36:00
7000009343,20240108,114,2,4.0,,18676.35,CASH,PAID,TX-0YZQWJ1HDLGS,03:49:59
7000010207,20240108,417,1,,3719.0,29359.2,GATEWAY,PAID,TX-6AN0XDRKL9F8,22:12:41
7000000152,20240109,385,2,2.0,2549.0,11761.2,CARD,PAID,TX-60N330PGBOPH,12:18:03
7000000511,20240109,457,1,,3563.0,59895.0,GATEWAY,PAID,TX-Q1VKVV411QIZ,11:18:50
7000000732,20240109,1036,1,,2353.0,44460.0,CARD,PAID,TX-C5CQQA2ZUVZB,17:59:58
7000000776,20240109,1043,1,,1947.0,40104.0,CARD,PAID,TX-FJYYCGWDL2KO,08:05:35
7000000940,20240109,58,2,3.0,2801.0,31744.35,CASH,PAID,TX-ZV4WV2P0ZID5,17:23:32
7000001438,20240109,890,2,4.0,1521.0,54450.0,CARD,PAID,TX-P8CU58XZUDG5,21:20:49
7000002090,20240109,1261,2,3.0,2852.0,92565.0,CASH,PAID,TX-5QDZ1RS1J71Z,23:29:02
7000002133,20240109,373,1,,3603.0,33870.0,GATEWAY,PAID,TX-YD3115H6B80S,05:30:04
7000003303,20240109,1223,2,1.0,3442.0,90858.9,CARD,PAID,TX-BAOA6JJK4Z9A,12:38:27
7000004637,20240109,1359,1,,2565.0,47916.0,CARD,PAID,TX-ZQC6YHIIQFQS,20:15:50
7000005107,20240109,247,2,4.0,,39204.0,CARD,PAID,TX-2P7VVQRM1D0I,09:24:39
7000005382,20240109,27,2,4.0,4045.0,32670.0,CARD,PAID,TX-G6287JRJR1OF,02:52:57
7000007058,20240109,346,2,2.0,3933.0,26644.2,TRANSFER,PAID,TX-TAPBG8VM321O,22:20:33
7000007974,20240109,556,1,,3374.0,28788.0,GATEWAY,PAID,TX-QPPGGPZ5BGBI,16:58:11
7000008857,20240109,664,1,,1936.0,17235.0,CARD,PAID,TX-1OP1OVIY1D5H,00:52:07
7000009515,20240109,752,1,,1146.0,42282.0,CARD,PAID,TX-PXZZ1DF5ID78,03:15:27
7000009948,20240109,1415,1,,3193.0,43588.8,GATEWAY,REFUNDED,TX-5RIKC33YC3ZS,15:29:56
7000011783,20240109,918,1,,3689.0,28488.0,CARD,PAID,TX-NXR80OUWCHZI,20:33:49
7000001028,20240110,453,1,,2759.0,32236.5,GATEWAY,PAID,TX-TLVHYCUYLW8N,23:57:28
7000001658,20240110,156,2,2.0,3977.0,26136.0,CASH,PAID,TX-61GVCVRTCFJV,19:13:18
7000002451,20240110,377,2,4.0,3744.0,68244.0,CASH,PAID,TX-Z56PR8LS614M,10:11:39
7000002642,20240110,52,1,,,39615.0,GATEWAY,PAID,TX-S2DG3DM525FA,20:12:11
7000002966,20240110,18,2,3.0,1620.0,54450.0,CARD,PAID,TX-QAPGG7R9ANN4,23:14:19
7000003623,20240110,1277,2,1.0,1457.0,26136.0,TRANSFER,PAID,TX-XAN0JXPPU86A,14:46:04
7000003755,20240110,387,1,,3578.0,40430.7,GATEWAY,PAID,TX-J698XK3H593I,19:50:21
7000004198,20240110,1111,1,,1313.0,38852.7,CARD,PAID,TX-0MTRQHR54KGX,03:45:25
7000005686,20240110,1038,1,,3713.0,39204.0,GATEWAY,PAID,TX-TGE1VJA8RS1P,19:18:46
7000006911,20240110,1495,1,,3475.0,31065.82,CARD,PAID,TX-A3NJI5FLOLVC,10:35:45
7000007369,20240110,1001,1,,1354.0,94128.0,CARD,PAID,TX-VFYQ8U5E3S8W,23:36:21
7000008582,20240110,1336,2,1.0,1628.0,53201.28,CARD,PAID,TX-UB563SS4MFJZ,08:10:11
7000008956,20240110,331,2,3.0,,41382.0,CARD,PAID,TX-HWJ4ID9VAMLF,16:17:17
7000010126,20240110,505,2,2.0,3313.0,99861.3,CASH,PAID,TX-5FW2447ATVS9,00:42:41
7000011815,20240110,1156,1,,3047.0,27036.0,CARD,PAID,TX-VGHI6D0KGN7F,21:29:24
7000011903,20240110,808,1,,1078.0,88564.5,GATEWAY,PAID,TX-07ULNWKB23CJ,02:23:19
7000001546,20240111,739,2,3.0,3497.0,26136.0,CARD,PAID,TX-F4HA28LXTJMT,16:11:19
7000001652,20240111,741,1,,1494.0,27636.0,CARD,PAID,TX-Y8F3R8UD6CGF,04:06:57
7000002396,20240111,1216,1,,1228.0,48816.0,CARD,PAID,TX-CQ1VC911MSH8,12:49:17
7000002402,20240111,536,1,,2540.0,40104.0,GATEWAY,PAID,TX-VCIRQEZL20M3,16:33:03
7000002472,20240111,520,1,,1863.0,50205.0,GATEWAY,PAID,TX-Y7JFACRTLGHI,00:45:06
7000002534,20240111,991,2,2.0,2883.0,29475.6,TRANSFER,PAID,TX-LC0B406C7WPP,04:00:31
7000003373,20240111,936,2,4.0,3385.0,39930.0,CARD,PAID,TX-CCEOLMRXUREQ,14:56:18
7000003933,20240111,1221,2,3.0,,57172.5,TRANSFER,PAID,TX-NN4G4QT624FC,05:04:58
7000006195,20240111,987,2,1.0,2858.0,38419.92,CASH,PAID,TX-ZOP27EXGBWZD,10:42:15
7000007093,20240111,1204,1,,2688.0,63962.7,GATEWAY,PAID,TX-M8J9GW0P4SRG,01:12:41
7000007400,20240111,1450,1,,1358.0,66603.0,CARD,PAID,TX-JZZ8I54BXWGY,15:33:48
7000007569,20240111,758,2,4.0,1903.0,56029.05,CASH,PAID,TX-THV2E2IP9Y5V,03:57:25
7000008096,20240111,602,1,,1116.0,32236.5,GATEWAY,PAID,TX-ET1RCQOZHV17,12:53:07
7000008329,20240111,980,1,,3223.0,29659.2,CARD,PAID,TX-3G8Z982Z91NS,17:42:55
7000008612,20240111,584,2,1.0,2007.0,16335.0,CARD,PAID,TX-5CESB2LPK27T,00:07:10
7000008989,20240111,460,1,,1203.0,35503.5,GATEWAY,PAID,TX-65BNVC4GF7Q5,06:39:41
7000009260,20240111,1216,2,3.0,1061.0,14520.0,TRANSFER,PAID,TX-UWYG2YBRCO1F,19:58:57
7000010426,20240111,565,2,2.0,3461.0,86902.2,TRANSFER,PAID,TX-JAIVXWIK5NJU,23:26:34
7000010614,20240111,1022,2,3.0,3603.0,95759.4,CARD,PAID,TX-MU3H70ZAF3IC,11:51:49
7000010726,20240111,354,2,2.0,1424.0,53361.0,CARD,PAID,TX-GB3L58FQKD3B,14:03:29
7000002050,20240112,560,1,,3991.0,16746.0,GATEWAY,PAID,TX-HNNM7GFDQOAF,13:38:03
7000003886,20240112,1433,2,2.0,,53361.0,CASH,PAID,TX-0FCLN7U5WXTS,09:56:40
7000003973,20240112,1120,2,4.0,,37352.7,CARD,PAID,TX-RCNRIVC1M9Z3,10:43:25
7000004332,20240112,450,1,,1223.0,17535.0,GATEWAY,PAID,TX-AWVA5IH03GC4,23:34:22
7000004768,20240112,685,1,,3720.0,15720.0,GATEWAY,PAID,TX-KANW2D0GZ4UT,17:05:07
7000005005,20240112,1424,1,,1176.0,18987.0,GATEWAY,PAID,TX-NXZG8ZB6QMHB,16:27:27
7000005037,20240112,147,2,4.0,3525.0,14229.6,TRANSFER,PAID,TX-VEJQXGMXHJH7,19:57:49
7000005142,20240112,1367,1,,3518.0,44460.0,GATEWAY,PAID,TX-KGRPKH8581QJ,20:42:56
7000005716,20240112,1306,2,3.0,4026.0,83758.62,CARD,PAID,TX-I1BWOONX0FNB,15:45:24
7000008890,20240112,295,1,,3899.0,57682.8,CARD,PAID,TX-S7QM41V09IKK,07:47:56
7000008961,20240112,527,1,,1672.0,19057.5,GATEWAY,REFUNDED,TX-C1US0LMQ78R0,06:51:51
7000009055,20240112,1366,2,4.0,,54450.0,CASH,PAID,TX-967MX2LP170X,21:38:40
7000010933,20240112,1409,2,2.0,3462.0,14701.5,TRANSFER,PAID,TX-T2O7EQWKYXID,15:29:51
7000011157,20240112,358,1,,3006.0,58100.25,GATEWAY,PAID,TX-OW4D8I7K70R0,04:03:02
7000011605,20240112,366,2,3.0,3725.0,57172.5,CASH,PAID,TX-YERM9E48ZNL8,08:58:15
7000000035,20240113,585,2,1.0,3436.0,26136.0,CARD,PAID,TX-Y8T15028LSUX,09:54:27
7000000471,20240113,56,2,1.0,1313.0,41382.0,CASH,PAID,TX-X4UZIIFLNWRO,01:02:05
7000000525,20240113,32,1,,3146.0,27036.0,CARD,PAID,TX-8NXW068AXP0U,07:58:31
7000000797,20240113,1247,2,3.0,2070.0,72904.92,CASH,PAID,TX-CW1KAZV6WNA3,06:46:21
7000001650,20240113,746,1,,3631.0,46720.2,CARD,PAID,TX-JHA6DZBYHSOB,10:43:21
7000001827,20240113,852,2,3.0,3974.0,27442.8,CARD,PAID,TX-8NIHJUPEVMY2,05:22:17
7000002280,20240113,1379,1,,2015.0,33570.0,CARD,REFUNDED,TX-NF21USLOUA2H,17:07:47
7000004770,20240113,427,2,1.0,,30492.0,CARD,PAID,TX-FCWKVZ7OHXLM,18:13:13
7000007027,20240113,353,1,,2643.0,43888.8,CARD,PAID,TX-QIQI6BLXKK3P,15:05:08
7000007393,20240113,253,2,3.0,,49005.0,CASH,PAID,TX-XL5LJB6SLZK5,19:43:36
7000009198,20240113,451,1,,4098.0,52446.0,GATEWAY,PAID,TX-AGXOYZXLEWYM,04:47:14
7000009226,20240113,835,1,,3122.0,27336.0,CARD,PAID,TX-K94YDZFULL6Q,03:44:02
7000010832,20240113,584,1,,1245.0,40104.0,CARD,PAID,TX-WGVC5P7GT03M,16:16:43
7000011060,20240113,1486,1,,2555.0,29403.0,CARD,REFUNDED,TX-SCJKRIB0N95G,02:41:12
7000011292,20240113,203,2,1.0,1532.0,16335.0,CARD,PAID,TX-ILGL7GSSZRAQ,09:49:44
7000011612,20240113,334,1,,3138.0,15841.08,GATEWAY,PAID,TX-K4PYYJ4GU6XY,16:46:59
7000000823,20240114,852,1,,3544.0,15601.5,GATEWAY,PAID,TX-9GI9MYUQ99PW,10:21:19
7000002105,20240114,831,2,2.0,2248.0,53361.0,CASH,PAID,TX-NIXUX8FFVPVO,13:43:03
7000003966,20240114,76,1,,2576.0,40404.0,CARD,PAID,TX-EMT86FMGPGSU,02:57:16
7000004606,20240114,969,2,3.0,2562.0,74052.0,CASH,PAID,TX-2AP14X5HYZ5R,08:06:26
7000007739,20240114,1416,2,2.0,2096.0,137032.5,CASH,PAID,TX-P0RPRQCLDCBJ,03:04:47
7000007749,20240114,580,1,,1212.0,97395.0,CARD,PAID,TX-H9239U4VFTXN,20:37:53
7000009179,20240114,878,1,,2640.0,40104.0,CARD,PAID,TX-XN6IT7MQAJFM,12:44:32
7000009196,20240114,137,2,4.0,,27588.0,CASH,PAID,TX-U8U2D9UUGXKF,12:40:18
7000009251,20240114,384,1,,3545.0,42882.0,CARD,PAID,TX-AIX49JYKLBD3,08:30:34
7000009746,20240114,423,1,,,15420.0,CARD,PAID,TX-PKNQCWIJI61W,13:53:00
7000010278,20240114,1122,1,,3324.0,13314.6,CARD,PAID,TX-JORE67JECTQ4,02:35:51
7000010648,20240114,145,1,,1063.0,30240.0,CARD,PAID,TX-DBORVV8F5XVG,19:50:13
7000011242,20240114,1309,2,4.0,3525.0,15246.0,CARD,PAID,TX-P6SS70KFKOX5,08:12:12
7000011624,20240114,770,1,,,57229.05,GATEWAY,PAID,TX-H18WHS4OT19T,10:41:11
7000000041,20240115,1005,2,3.0,,29657.1,CASH,PAID,TX-B543BB9H5C7R,03:59:03
7000000046,20240115,276,1,,,39930.0,CARD,PAID,TX-OAGVE3OT79YR,01:01:18
7000000902,20240115,960,2,3.0,2379.0,73652.7,CASH,PAID,TX-GI9I7WA78V3C,03:58:32
7000001747,20240115,478,2,4.0,2389.0,14229.6,CASH,PAID,TX-33IJVD4BZ0Y2,20:01:52
7000001799,20240115,274,2,2.0,3239.0,16335.0,CASH,PAID,TX-F7U8KEBXUKXM,13:12:40
7000002236,20240115,167,1,,1328.0,14994.0,CARD,PAID,TX-C8QTTEEFROEV,21:10:39
7000002606,20240115,1239,1,,2135.0,16872.0,CARD,PAID,TX-AY7U5EOS86QF,15:06:43
7000002683,20240115,1064,2,3.0,3511.0,13068.0,CARD,PAID,TX-79VIMOFMAQ73,10:31:00
7000004107,20240115,344,2,1.0,3771.0,41382.0,CASH,PAID,TX-ALQEALAL2SGI,05:58:54
7000004961,20240115,130,1,,1171.0,46023.24,CARD,PAID,TX-SFNFHOQADDKB,22:01:12
7000006044,20240115,125,1,,3775.0,64988.7,CARD,PAID,TX-Z15MJ9DQ5E90,14:34:52
7000006626,20240115,91,2,4.0,3450.0,118701.0,CASH,PAID,TX-5WI0ARZGZVB0,03:37:14
7000006856,20240115,980,1,,2291.0,14006.64,CARD,PAID,TX-22GEKH3YXQCD,09:04:14
7000006985,20240115,559,1,,3073.0,30240.0,GATEWAY,PAID,TX-EIJXOT15KLWV,16:10:00
7000007829,20240115,1398,2,1.0,1162.0,15173.4,CARD,PAID,TX-AQXPZLEYVYQ0,23:20:28
7000008333,20240115,45,1,,3591.0,65705.1,GATEWAY,PAID,TX-RMIOUU8LLEDL,06:47:33
7000008373,20240115,501,1,,3742.0,28459.2,CARD,PAID,TX-TIMEPB1NMN2J,12:05:50
7000009250,20240115,1010,1,,1003.0,56056.56,GATEWAY,PAID,TX-3VFPIABIVAPH,01:51:34
7000009310,20240115,177,2,1.0,1425.0,56800.42,CASH,PAID,TX-KPWAXQF0DUTA,05:19:04
7000009487,20240115,1496,2,2.0,1066.0,14520.0,TRANSFER,PAID,TX-R8JBRRX23ISX,08:25:41
7000010038,20240115,918,2,3.0,1196.0,16335.0,CARD,PAID,TX-6HDQWYL0ZYL6,00:36:38
7000010047,20240115,1275,1,,2388.0,20466.75,GATEWAY,PAID,TX-6LW8PT16ULZU,20:32:08
7000011948,20240115,1465,2,1.0,2200.0,57717.0,CASH,PAID,TX-8H98XLXW719U,11:16:34
7000000573,20240116,1385,1,,1028.0,43588.8,GATEWAY,PAID,TX-PLBNE9EBHNQQ,22:13:39
7000001081,20240116,1015,1,,1676.0,52165.2,CARD,PAID,TX-HRKRGKQ8UL4J,16:52:43
7000002746,20240116,846,2,2.0,1968.0,45738.0,CASH,PAID,TX-I20UNQKTXS36,19:56:01
7000002789,20240116,1184,2,1.0,3823.0,14374.8,CASH,PAID,TX-R72QXJJR4KTT,07:02:21
7000003447,20240116,576,2,4.0,1725.0,28459.2,CASH,PAID,TX-YQC9UUVG4H84,01:17:30
7000003599,20240116,683,2,1.0,3721.0,56900.25,CARD,PAID,TX-EO6F4ZOUBM7I,16:42:51
7000004079,20240116,51,1,,1299.0,17235.0,GATEWAY,PAID,TX-YRIYXU6BD8YS,04:04:51
7000004175,20240116,1255,1,,2201.0,14994.0,CARD,PAID,TX-V9WX1Y474CKV,14:52:45
7000004182,20240116,967,1,,3745.0,28488.0,GATEWAY,PAID,TX-HVEXIKKOHDEL,22:54:33
7000007819,20240116,508,1,,1982.0,17208.3,GATEWAY,PAID,TX-RK5QRL7JG7BF,03:48:27
7000007874,20240116,1279,2,4.0,3917.0,35574.0,CARD,PAID,TX-WWMEVVGBZL46,08:13:29
7000009493,20240116,874,2,4.0,1536.0,57172.5,CARD,PAID,TX-UYTEKVMZYQ3R,09:32:33
7000009905,20240116,1208,2,1.0,3313.0,34485.0,CASH,PAID,TX-KZV9PRJDRHQ8,16:04:38
7000000371,20240117,977,1,,2690.0,37500.0,GATEWAY,PAID,TX-28ZBJJAC9ONQ,18:05:29
7000000942,20240117,818,1,,1535.0,44460.0,GATEWAY,PAID,TX-RJ9ULZWOONXZ,22:51:31
7000001907,20240117,903,2,4.0,1764.0,51727.5,CASH,PAID,TX-T96696JA5TXW,14:18:01
7000002017,20240117,177,1,,2854.0,15720.0,CARD,PAID,TX-CGW5QZDO025D,09:39:03
7000002564,20240117,358,1,,3396.0,44624.4,GATEWAY,PAID,TX-GQWXQ825X87K,03:36:13
7000003380,20240117,1234,2,4.0,,41382.0,CARD,PAID,TX-U40FM2IIEEST,15:46:08
7000003435,20240117,434,2,2.0,3635.0,79678.5,CARD,PAID,TX-NRRLY12XYCKD,13:55:34
7000004163,20240117,469,2,1.0,3200.0,17242.5,CASH,PAID,TX-NQ8HS2C39Z32,06:39:19
