session_id,started_date_id,ended_date_id,customer_sk,source,device,started_at_time,ended_at_time
11000007888,20240102,20240102,1329.0,direct,mobile,20:24:30,20:42:30
11000008817,20240102,20240102,1455.0,email,mobile,22:01:58,22:15:58
11000008893,20240102,20240102,153.0,ads,desktop,11:05:38,11:17:38
11000009414,20240102,20240102,,direct,mobile,16:27:54,17:00:54
11000009521,20240102,20240103,614.0,ads,mobile,23:49:44,00:27:44
11000009606,20240102,20240102,430.0,email,mobile,06:33:47,07:26:47
11000010645,20240102,20240102,,ads,mobile,03:07:23,03:21:23
11000011141,20240102,20240102,121.0,referral,desktop,07:12:07,08:08:07
11000011312,20240102,20240102,,referral,mobile,14:15:30,14:38:30
11000011318,20240102,20240102,,ads,tablet,04:09:41,04:24:41
11000011772,20240102,20240102,118.0,email,mobile,12:42:29,12:48:29
11000014566,20240102,20240102,1339.0,email,desktop,22:31:00,22:39:00
11000014871,20240102,20240102,732.0,social,mobile,04:36:20,05:30:20
11000016840,20240102,20240102,,ads,mobile,09:14:47,09:49:47
11000017846,20240102,20240102,323.0,direct,desktop,22:52:10,23:10:10
11000018182,20240102,20240102,791.0,ads,mobile,10:16:00,10:58:00
11000019574,20240102,20240102,,ads,mobile,00:05:17,00:43:17
11000020514,20240102,20240103,,referral,mobile,23:49:53,00:17:53
11000020646,20240102,,,ads,desktop,01:53:34,
11000020929,20240102,20240102,,ads,mobile,05:39:38,06:34:38
11000020963,20240102,20240102,,ads,mobile,17:51:20,18:10:20
11000021072,20240102,20240102,1234.0,ads,tablet,02:17:55,02:42:55
11000021532,20240102,20240102,1125.0,ads,desktop,02:31:06,02:59:06
11000022781,20240102,20240102,,referral,desktop,23:32:41,23:59:41
11000024434,20240102,20240102,,direct,mobile,13:42:24,14:14:24
11000024815,20240102,20240102,1165.0,direct,mobile,14:42:03,15:31:03
11000024880,20240102,20240102,,ads,mobile,06:02:11,06:13:11
11000025108,20240102,20240102,1099.0,social,mobile,14:37:04,15:20:04
11000025293,20240102,20240102,,direct,tablet,18:06:09,18:07:09
11000025311,20240102,20240102,,ads,desktop,09:37:44,10:08:44
11000025559,20240102,20240102,1080.0,referral,mobile,13:52:45,14:37:45
11000026149,20240102,20240102,1398.0,direct,mobile,11:39:50,11:57:50
11000026982,20240102,20240102,835.0,ads,mobile,21:06:50,21:53:50
11000027092,20240102,20240102,1079.0,referral,mobile,20:47:00,21:24:00
11000027619,20240102,20240102,1339.0,ads,mobile,08:52:52,08:56:52
11000028683,20240102,20240102,,email,desktop,15:56:51,16:42:51
11000029201,20240102,20240102,1309.0,social,mobile,22:49:23,23:37:23
11000029325,20240102,20240102,1174.0,email,desktop,10:07:23,11:04:23
11000029351,20240102,20240102,721.0,ads,mobile,19:24:24,19:56:24
11000029775,20240102,20240102,151.0,direct,mobile,15:13:14,15:31:14
11000030532,20240102,20240102,,direct,mobile,15:11:28,15:40:28
11000031048,20240102,20240102,,social,mobile,20:38:14,20:41:14
11000031188,20240102,20240102,,direct,tablet,11:23:00,11:46:00
11000031681,20240102,20240102,1454.0,ads,desktop,10:30:38,10:39:38
11000031727,20240102,20240102,1072.0,direct,desktop,05:59:11,06:42:11
11000031850,20240102,20240102,,social,mobile,13:20:33,13:40:33
11000031885,20240102,20240102,,email,mobile,01:37:45,01:58:45
11000033254,20240102,20240102,,direct,mobile,00:22:43,00:42:43
11000033717,20240102,20240102,,ads,mobile,11:03:46,11:46:46
11000034773,20240102,20240102,638.0,ads,mobile,01:32:55,02:16:55
11000034791,20240102,20240102,617.0,ads,mobile,06:41:53,06:43:53
11000034904,20240102,20240102,1101.0,ads,mobile,10:43:02,11:08:02
11000035749,20240102,20240102,572.0,referral,mobile,10:06:51,10:37:51
11000036299,20240102,20240102,557.0,referral,mobile,06:26:32,07:24:32
11000036528,20240102,20240102,,direct,desktop,18:50:58,19:14:58
11000036716,20240102,20240102,1146.0,direct,mobile,06:31:07,07:08:07
11000037573,20240102,20240102,1499.0,referral,mobile,15:51:28,16:47:28
11000037947,20240102,20240102,,social,mobile,16:04:06,16:13:06
11000038079,20240102,20240102,439.0,direct,mobile,22:32:37,22:42:37
11000039406,20240102,20240102,,ads,mobile,01:42:50,02:03:50
11000039896,20240102,20240102,,email,desktop,10:32:16,11:10:16
11000040075,20240102,20240102,582.0,ads,tablet,12:28:43,13:01:43
11000040264,20240102,20240102,521.0,email,desktop,00:02:36,00:09:36
11000040598,20240102,20240102,833.0,direct,mobile,12:47:44,13:44:44
11000040979,20240102,20240102,,ads,mobile,10:43:12,10:53:12
11000041011,20240102,20240102,615.0,ads,mobile,17:24:19,17:59:19
11000041357,20240102,20240102,27.0,direct,mobile,13:40:12,14:38:12
11000041498,20240102,20240102,458.0,direct,mobile,05:19:51,05:35:51
11000041922,20240102,20240102,870.0,direct,mobile,01:16:06,01:36:06
11000042240,20240102,20240102,1430.0,direct,mobile,06:31:16,07:05:16
11000043445,20240102,20240102,1050.0,ads,mobile,02:28:06,03:28:06
11000045380,20240102,20240102,261.0,direct,mobile,01:05:36,01:37:36
11000045665,20240102,20240102,1087.0,social,desktop,07:50:09,08:42:09
11000045774,20240102,20240102,,direct,mobile,11:01:23,11:44:23
11000048385,20240102,20240102,1418.0,ads,desktop,10:40:27,11:22:27
11000050705,20240102,20240102,252.0,ads,desktop,08:04:07,08:27:07
11000051972,20240102,20240102,1298.0,social,mobile,04:33:38,05:01:38
11000053099,20240102,20240102,309.0,ads,mobile,16:00:09,16:03:09
11000053313,20240102,20240102,953.0,direct,mobile,03:35:33,04:11:33
11000053787,20240102,20240102,,direct,mobile,03:22:48,03:23:48
11000053875,20240102,20240102,972.0,direct,desktop,18:54:14,19:09:14
11000054503,20240102,20240102,,ads,mobile,17:22:47,17:43:47
11000054982,20240102,20240102,1359.0,referral,mobile,08:46:32,08:49:32
11000056244,20240102,20240102,1130.0,direct,mobile,04:58:32,05:57:32
11000056320,20240102,20240102,987.0,referral,mobile,06:09:00,06:32:00
11000057103,20240102,20240102,942.0,direct,desktop,00:17:53,00:38:53
11000058034,20240102,20240102,58.0,ads,mobile,03:30:39,03:31:39
11000059296,20240102,20240102,1034.0,direct,mobile,16:19:40,16:24:40
11000060025,20240102,20240102,,ads,mobile,11:12:47,11:26:47
11000060064,20240102,20240102,1084.0,email,desktop,09:45:40,09:51:40
11000060330,20240102,20240102,,social,mobile,20:46:26,21:28:26
11000061031,20240102,20240102,215.0,direct,mobile,08:13:55,08:50:55
11000061611,20240102,20240102,,direct,mobile,20:50:47,21:43:47
11000061946,20240102,20240102,813.0,direct,mobile,03:16:21,04:12:21
11000062632,20240102,20240102,,ads,mobile,07:47:25,08:27:25
11000062648,20240102,20240102,,ads,desktop,04:41:56,05:17:56
11000062992,20240102,20240102,1071.0,social,mobile,21:22:07,21:46:07
11000063480,20240102,20240102,234.0,referral,mobile,05:58:26,06:54:26
11000064993,20240102,20240102,531.0,social,mobile,21:07:14,21:52:14
11000065605,20240102,20240102,1423.0,direct,desktop,01:47:03,02:28:03
11000066215,20240102,20240102,248.0,referral,mobile,14:08:04,14:39:04
11000066535,20240102,20240102,,social,mobile,16:06:16,16:36:16
11000066924,20240102,20240102,1003.0,direct,desktop,17:42:07,18:40:07
11000067789,20240102,20240102,594.0,ads,desktop,17:03:47,17:16:47
11000070168,20240102,20240102,35.0,ads,mobile,09:19:48,09:37:48
11000070748,20240102,20240102,55.0,ads,desktop,14:11:45,14:57:45
11000070845,20240102,20240102,1473.0,referral,desktop,20:29:34,21:09:34
11000071846,20240102,20240102,462.0,ads,mobile,04:07:11,04:31:11
11000072444,20240102,20240102,407.0,referral,mobile,17:38:51,17:43:51
11000072541,20240102,20240102,55.0,direct,mobile,12:55:56,13:52:56
11000073851,20240102,20240102,,ads,mobile,03:26:57,03:50:57
11000076552,20240102,20240102,1467.0,social,mobile,03:01:15,03:08:15
11000076574,20240102,20240102,,direct,mobile,07:40:18,08:36:18
11000076956,20240102,20240102,815.0,email,tablet,22:58:24,23:04:24
11000078137,20240102,20240102,1381.0,referral,mobile,02:45:22,03:12:22
11000078626,20240102,20240102,1299.0,direct,desktop,06:22:07,06:38:07
11000079047,20240102,20240102,250.0,ads,mobile,18:18:03,19:02:03
11000079824,20240102,20240102,1332.0,ads,desktop,23:38:46,23:58:46
11000081263,20240102,20240102,1497.0,referral,mobile,17:23:20,18:06:20
11000081474,20240102,20240102,,email,mobile,19:57:07,20:32:07
11000081944,20240102,,505.0,ads,desktop,12:59:28,
11000084891,20240102,20240102,107.0,direct,desktop,18:50:06,18:56:06
11000086096,20240102,20240102,26.0,referral,desktop,09:42:37,10:23:37
11000086455,20240102,20240102,,direct,mobile,23:11:56,23:19:56
11000088144,20240102,20240102,682.0,ads,desktop,01:37:58,02:04:58
11000088589,20240102,,,direct,desktop,08:44:15,
11000089315,20240102,20240102,458.0,ads,mobile,03:14:08,03:43:08
11000089329,20240102,20240102,,referral,desktop,21:10:38,21:31:38
11000089790,20240102,20240102,530.0,referral,tablet,07:25:50,07:59:50
11000000323,20240103,20240103,633.0,social,desktop,13:47:13,14:17:13
11000001162,20240103,20240103,293.0,direct,mobile,00:54:17,01:30:17
11000001285,20240103,20240103,,direct,mobile,14:13:19,14:21:19
11000002630,20240103,,600.0,referral,desktop,11:17:34,
11000003624,20240103,20240103,1057.0,ads,mobile,00:42:44,00:49:44
11000004321,20240103,20240103,1299.0,direct,mobile,09:21:03,10:07:03
11000004325,20240103,20240103,,direct,mobile,08:38:52,08:58:52
11000004368,20240103,20240103,134.0,referral,desktop,11:46:54,12:28:54
11000004463,20240103,20240103,,referral,mobile,10:28:03,11:24:03
11000004803,20240103,20240103,244.0,direct,mobile,07:44:53,07:49:53
11000007781,20240103,20240103,,direct,mobile,00:51:33,01:11:33
11000008274,20240103,20240103,1198.0,direct,mobile,23:19:04,23:25:04
11000010538,20240103,20240103,890.0,direct,mobile,01:35:14,02:10:14
11000010997,20240103,,,social,desktop,18:19:36,
11000011404,20240103,20240103,1295.0,direct,desktop,02:51:29,03:51:29
11000012100,20240103,20240103,,referral,desktop,15:00:35,15:34:35
11000014506,20240103,20240103,,direct,desktop,09:51:46,10:46:46
11000015855,20240103,20240103,1136.0,ads,mobile,14:45:13,15:00:13
11000016205,20240103,20240103,1129.0,direct,mobile,19:38:10,20:21:10
11000018006,20240103,20240103,1404.0,ads,mobile,23:03:10,23:56:10
11000018815,20240103,20240103,867.0,social,mobile,08:45:42,08:56:42
11000020312,20240103,20240103,,social,desktop,17:40:52,18:14:52
11000020760,20240103,20240103,526.0,ads,desktop,01:28:24,02:04:24
11000021684,20240103,20240103,,ads,desktop,17:31:41,17:56:41
11000022210,20240103,20240103,1289.0,ads,mobile,07:47:00,08:47:00
11000022652,20240103,20240103,,ads,desktop,00:47:09,01:36:09
11000023698,20240103,20240103,,direct,desktop,00:22:04,00:52:04
11000023828,20240103,20240103,,referral,tablet,22:37:54,22:46:54
11000023975,20240103,20240103,,ads,mobile,20:04:29,20:05:29
11000024355,20240103,20240103,395.0,direct,mobile,20:02:11,20:48:11
11000024364,20240103,20240103,283.0,direct,desktop,22:15:38,22:42:38
11000024385,20240103,20240103,,ads,desktop,05:19:33,06:10:33
11000025380,20240103,20240103,,ads,desktop,16:15:02,16:48:02
11000025767,20240103,20240103,1240.0,ads,tablet,11:50:31,12:09:31
11000026692,20240103,20240103,,ads,tablet,10:00:20,10:39:20
11000027465,20240103,20240103,1076.0,direct,mobile,17:30:25,17:34:25
11000028787,20240103,20240103,,ads,mobile,03:29:24,03:57:24
11000029468,20240103,20240103,1485.0,social,mobile,06:43:28,07:41:28
11000030649,20240103,,,ads,mobile,08:00:06,
11000030757,20240103,20240103,,ads,mobile,20:37:55,21:19:55
11000033351,20240103,20240103,1140.0,direct,desktop,07:55:42,08:23:42
11000033641,20240103,20240103,731.0,referral,tablet,15:43:42,16:03:42
11000034242,20240103,20240103,,ads,mobile,05:46:31,06:04:31
11000035384,20240103,20240103,323.0,direct,mobile,05:37:21,05:46:21
11000036358,20240103,20240103,1113.0,ads,mobile,04:21:45,05:21:45
11000036438,20240103,20240103,1174.0,direct,tablet,08:13:17,09:07:17
11000036533,20240103,20240103,,direct,mobile,07:48:06,07:49:06
11000038352,20240103,20240103,1174.0,email,mobile,10:59:03,11:05:03
11000039451,20240103,20240103,,ads,desktop,20:01:23,20:50:23
11000039463,20240103,20240103,,direct,mobile,13:13:48,13:27:48
11000039811,20240103,,1302.0,direct,mobile,05:53:21,
11000039940,20240103,20240103,1477.0,referral,tablet,22:37:19,22:44:19
11000040256,20240103,20240103,1272.0,ads,desktop,12:13:39,12:56:39
11000041463,20240103,20240103,1299.0,direct,mobile,09:53:13,10:24:13
11000041857,20240103,20240103,1185.0,email,mobile,02:44:13,03:10:13
11000041985,20240103,20240103,789.0,ads,mobile,18:30:57,18:55:57
11000042623,20240103,20240103,904.0,direct,mobile,18:09:18,18:33:18
11000043930,20240103,20240103,,direct,mobile,02:31:58,03:03:58
11000044401,20240103,20240103,279.0,direct,mobile,09:33:19,09:43:19
11000044625,20240103,20240103,1414.0,ads,mobile,11:47:03,12:14:03
11000044821,20240103,20240104,408.0,email,desktop,23:46:11,00:36:11
11000045195,20240103,20240103,656.0,social,desktop,05:12:03,06:10:03
11000046400,20240103,,1316.0,direct,tablet,19:04:23,
11000047113,20240103,20240104,1156.0,referral,mobile,23:35:15,00:25:15
11000047611,20240103,20240103,,direct,mobile,06:05:38,06:49:38
11000047816,20240103,20240103,637.0,social,mobile,09:13:29,09:49:29
11000047944,20240103,20240103,784.0,ads,desktop,14:59:38,15:50:38
11000048220,20240103,20240103,,direct,mobile,02:08:48,03:08:48
11000048298,20240103,20240103,,direct,mobile,10:37:11,11:31:11
11000048979,20240103,20240103,,direct,mobile,09:55:14,10:34:14
11000049561,20240103,20240103,,social,mobile,14:46:52,15:13:52
11000050630,20240103,20240103,714.0,direct,mobile,14:01:29,14:47:29
11000052940,20240103,20240103,461.0,direct,mobile,13:01:55,13:53:55
11000053018,20240103,20240103,1157.0,referral,desktop,06:09:39,06:13:39
11000054546,20240103,20240103,,direct,mobile,03:20:30,03:25:30
11000055114,20240103,,827.0,ads,mobile,14:51:40,
11000055205,20240103,20240103,1243.0,ads,desktop,19:04:03,19:40:03
11000055922,20240103,20240103,,ads,desktop,21:15:38,21:22:38
11000056546,20240103,20240103,,direct,desktop,01:48:20,02:34:20
11000056883,20240103,20240104,1351.0,email,desktop,23:43:41,00:02:41
11000056892,20240103,20240103,1252.0,direct,mobile,19:03:03,19:56:03
11000056976,20240103,20240103,273.0,social,mobile,11:01:00,11:27:00
11000057277,20240103,20240103,465.0,direct,mobile,21:42:24,21:54:24
11000059100,20240103,20240103,898.0,ads,mobile,20:38:13,21:34:13
11000061035,20240103,20240103,,ads,mobile,08:12:25,08:18:25
11000061417,20240103,20240103,,direct,desktop,04:38:50,04:57:50
11000061540,20240103,20240103,22.0,direct,tablet,04:38:10,04:39:10
11000063097,20240103,20240103,,social,desktop,04:29:21,05:17:21
11000064036,20240103,20240103,1460.0,referral,mobile,21:24:20,21:59:20
11000064123,20240103,20240103,230.0,email,mobile,10:15:47,10:33:47
11000064142,20240103,20240103,944.0,ads,mobile,21:23:19,21:27:19
11000064168,20240103,20240103,787.0,email,mobile,06:14:58,07:12:58
11000065002,20240103,20240104,,email,mobile,23:48:13,00:28:13
11000066098,20240103,20240103,1229.0,ads,mobile,15:28:34,15:54:34
11000067597,20240103,20240103,976.0,direct,desktop,08:27:20,09:22:20
11000068667,20240103,20240103,,ads,mobile,17:02:09,17:08:09
11000069486,20240103,20240103,743.0,direct,mobile,10:51:18,11:30:18
11000070893,20240103,20240103,604.0,email,mobile,18:33:53,19:03:53
11000071210,20240103,20240103,,direct,mobile,10:59:06,11:28:06
11000071338,20240103,20240103,,ads,desktop,07:16:14,07:48:14
11000071438,20240103,20240103,460.0,email,mobile,13:44:09,14:04:09
11000071905,20240103,20240103,186.0,direct,desktop,16:45:46,17:35:46
11000072179,20240103,20240103,,ads,desktop,07:53:26,08:07:26
11000073158,20240103,20240103,576.0,direct,mobile,03:35:09,04:04:09
11000075887,20240103,20240103,988.0,direct,mobile,12:36:50,13:08:50
11000076732,20240103,20240103,,ads,mobile,03:57:58,04:20:58
11000077128,20240103,20240103,,direct,mobile,04:42:58,05:38:58
11000077170,20240103,20240103,,social,mobile,13:27:03,14:10:03
11000077367,20240103,20240103,,referral,mobile,15:02:14,15:26:14
11000077874,20240103,20240103,148.0,referral,mobile,21:09:18,21:11:18
11000078608,20240103,20240103,,direct,mobile,03:24:16,04:16:16
11000078666,20240103,20240103,,ads,desktop,05:01:29,05:36:29
11000079839,20240103,20240103,,direct,tablet,20:48:30,21:26:30
11000080091,20240103,20240103,,direct,mobile,10:50:07,11:34:07
11000080122,20240103,20240103,,ads,tablet,04:04:53,04:08:53
11000080369,20240103,20240103,,direct,mobile,14:16:04,14:59:04
11000083075,20240103,20240103,1156.0,ads,desktop,21:48:26,22:28:26
11000083556,20240103,20240103,947.0,ads,mobile,20:45:22,21:03:22
11000083959,20240103,20240103,612.0,referral,desktop,09:25:05,09:58:05
11000084297,20240103,20240103,,referral,mobile,02:25:00,03:11:00
11000084696,20240103,20240103,289.0,email,desktop,03:37:55,04:05:55
11000084953,20240103,20240103,710.0,referral,desktop,01:37:24,02:28:24
