nps_id,responded_date_id,customer_id,channel_id,score,comment,responded_at_time
13000001325,20240128,358,1,9,Muy conforme con la calidad,20:36:13
13000001362,20240128,383,1,10,Tardó un poco más de lo esperado,07:10:04
13000002240,20240128,1255,1,9,,11:52:45
13000001709,20240129,1432,1,2,Todo perfecto,03:38:59
13000000196,20240130,678,1,10,Todo perfecto,12:03:01
13000000259,20240130,321,1,4,,11:44:33
13000000603,20240130,32,2,9,Entrega rápida y producto excelente,02:42:02
13000000963,20240130,1015,1,8,Entrega rápida y producto excelente,06:25:32
13000002025,20240130,727,2,8,Podría mejorar el empaque,17:31:47
13000002513,20240130,1012,2,4,Entrega rápida y producto excelente,12:51:39
13000002664,20240130,820,1,8,Atención muy buena,12:14:58
13000002115,20240201,1454,1,6,Atención muy buena,10:21:57
13000002299,20240201,1268,1,8,,04:47:09
13000002518,20240201,522,2,10,Tardó un poco más de lo esperado,08:37:03
13000000127,20240202,902,2,5,Muy conforme con la calidad,03:24:41
13000000253,20240202,271,1,8,Podría mejorar el empaque,07:25:07
13000001033,20240202,280,2,9,Podría mejorar el empaque,10:59:12
13000001672,20240202,388,2,9,Muy conforme con la calidad,09:03:48
13000002301,20240202,882,2,8,Atención muy buena,19:32:44
13000002128,20240203,979,2,8,Volvería a comprar,16:56:43
13000002267,20240203,1350,1,10,Muy conforme con la calidad,02:25:07
13000001037,20240204,559,2,7,Podría mejorar el empaque,19:27:13
13000001488,20240204,1027,2,7,Tardó un poco más de lo esperado,10:22:02
13000000088,20240205,1037,1,7,Entrega rápida y producto excelente,01:27:21
13000000372,20240205,332,1,8,Atención muy buena,15:14:36
13000002396,20240205,356,2,9,Entrega rápida y producto excelente,15:17:03
13000002417,20240205,447,1,7,Entrega rápida y producto excelente,23:33:54
13000000208,20240206,689,1,9,Tardó un poco más de lo esperado,02:22:22
13000000616,20240206,1136,2,9,Tardó un poco más de lo esperado,21:50:30
13000000728,20240206,1082,2,9,Todo perfecto,06:06:59
13000001290,20240206,1116,2,6,Atención muy buena,13:16:08
13000002418,20240206,1398,2,9,Atención muy buena,07:25:37
13000002649,20240206,154,1,7,,11:25:07
13000000273,20240207,854,2,10,Atención muy buena,11:26:10
13000000400,20240207,237,1,7,Todo perfecto,18:17:19
13000001412,20240207,325,1,7,Muy conforme con la calidad,02:31:06
13000001574,20240207,71,1,8,Entrega rápida y producto excelente,16:00:36
13000001722,20240207,665,2,0,Todo perfecto,14:54:07
13000002183,20240207,1374,1,7,Podría mejorar el empaque,23:48:56
13000002350,20240207,541,1,9,Podría mejorar el empaque,23:58:01
13000002577,20240207,1279,1,9,Todo perfecto,06:03:48
13000002638,20240207,583,2,7,,17:42:33
13000001212,20240208,1298,2,8,Podría mejorar el empaque,08:13:22
13000001214,20240208,256,2,10,Entrega rápida y producto excelente,21:07:49
13000001230,20240208,624,1,0,Muy conforme con la calidad,19:31:23
13000001827,20240208,370,1,4,Volvería a comprar,18:14:34
13000002359,20240208,175,1,5,Atención muy buena,19:56:48
13000000317,20240209,397,2,8,Podría mejorar el empaque,21:16:04
13000000473,20240209,540,1,4,Muy conforme con la calidad,10:37:09
13000000845,20240209,769,2,8,Podría mejorar el empaque,07:49:33
13000001966,20240209,1215,2,9,Entrega rápida y producto excelente,11:34:34
13000000113,20240210,659,2,7,Tardó un poco más de lo esperado,11:28:56
13000000987,20240210,1218,2,2,Atención muy buena,08:28:13
13000001322,20240210,1330,1,0,Muy conforme con la calidad,19:10:09
13000001644,20240210,422,2,9,Todo perfecto,13:26:18
13000002300,20240210,478,1,2,Tardó un poco más de lo esperado,22:39:42
13000002689,20240210,1464,2,7,Volvería a comprar,09:45:07
13000000382,20240211,847,1,4,Volvería a comprar,14:11:42
13000001455,20240211,254,1,7,Todo perfecto,02:11:43
13000001626,20240211,1483,1,10,Tardó un poco más de lo esperado,16:46:02
13000000320,20240212,963,1,5,Entrega rápida y producto excelente,10:05:49
13000000374,20240212,950,2,8,Tardó un poco más de lo esperado,19:29:29
13000000604,20240212,606,1,7,Atención muy buena,11:50:47
13000000708,20240212,59,2,10,Todo perfecto,04:25:43
13000001401,20240212,1011,1,7,Tardó un poco más de lo esperado,03:50:49
13000001498,20240212,464,2,8,Atención muy buena,13:21:39
13000001992,20240212,781,1,4,Todo perfecto,20:12:02
13000002106,20240213,1340,1,8,,19:49:58
13000000106,20240214,1304,2,10,Volvería a comprar,08:22:10
13000000669,20240214,682,2,8,Entrega rápida y producto excelente,17:18:32
13000001540,20240214,119,1,10,Volvería a comprar,06:15:50
13000001824,20240214,1116,1,7,Muy conforme con la calidad,09:04:02
13000002587,20240214,392,1,10,Tardó un poco más de lo esperado,18:28:22
13000002618,20240214,260,2,10,Muy conforme con la calidad,19:27:26
13000002569,20240215,891,2,7,Entrega rápida y producto excelente,15:50:01
13000000236,20240216,622,1,2,Volvería a comprar,09:22:11
13000001160,20240216,316,2,8,Podría mejorar el empaque,09:06:15
13000001431,20240216,1149,1,8,Volvería a comprar,09:51:16
13000002122,20240216,724,1,9,Entrega rápida y producto excelente,16:34:12
13000002149,20240216,711,1,7,Tardó un poco más de lo esperado,07:34:09
13000001527,20240217,1409,1,7,Entrega rápida y producto excelente,05:09:03
13000000068,20240218,990,1,2,Podría mejorar el empaque,03:58:07
13000000911,20240218,906,2,10,Podría mejorar el empaque,11:47:30
13000000970,20240218,1276,1,8,Volvería a comprar,18:23:14
13000001894,20240218,949,1,2,Atención muy buena,06:29:39
13000001227,20240219,645,2,8,,04:06:01
13000001301,20240219,184,2,7,Todo perfecto,05:08:13
13000001506,20240219,325,2,9,Atención muy buena,15:33:25
13000001728,20240219,184,2,9,Todo perfecto,21:45:49
13000000968,20240220,720,2,6,Todo perfecto,01:04:31
13000001122,20240220,444,2,7,Todo perfecto,14:49:23
13000001228,20240221,1068,1,7,Volvería a comprar,16:05:55
13000001535,20240221,592,1,5,,23:20:43
13000001927,20240221,930,1,4,Tardó un poco más de lo esperado,19:36:19
13000001935,20240221,1039,1,10,Tardó un poco más de lo esperado,12:32:26
13000001849,20240222,26,2,9,Muy conforme con la calidad,03:35:22
13000000145,20240223,607,1,6,,15:36:46
13000000567,20240223,981,2,8,Podría mejorar el empaque,08:16:33
13000001013,20240223,401,1,7,Tardó un poco más de lo esperado,14:46:37
13000001313,20240223,1484,2,6,,06:27:13
13000001346,20240223,933,1,3,Entrega rápida y producto excelente,06:35:27
13000002158,20240223,39,2,9,Entrega rápida y producto excelente,00:17:53
13000002593,20240223,860,1,10,Tardó un poco más de lo esperado,02:47:26
13000001040,20240224,994,1,4,Todo perfecto,13:38:09
13000001046,20240224,244,2,7,Todo perfecto,17:09:41
13000001062,20240224,663,2,3,,09:33:22
13000001273,20240224,1300,1,8,,00:20:03
13000001600,20240224,117,2,10,Podría mejorar el empaque,03:36:46
13000000199,20240225,1252,1,7,Entrega rápida y producto excelente,07:28:39
13000000300,20240225,988,1,8,Podría mejorar el empaque,12:08:47
13000001213,20240225,968,2,0,,17:46:13
13000001370,20240225,23,2,10,Todo perfecto,21:48:03
13000000672,20240226,640,1,10,Volvería a comprar,09:33:22
13000001355,20240226,649,2,5,Volvería a comprar,09:14:13
13000001675,20240226,882,2,8,,15:20:21
13000002226,20240226,253,2,10,Entrega rápida y producto excelente,10:41:15
13000002601,20240226,652,1,9,Entrega rápida y producto excelente,17:17:45
13000000238,20240227,1192,1,7,Tardó un poco más de lo esperado,03:41:54
13000000712,20240227,1250,2,3,Tardó un poco más de lo esperado,23:08:54
13000000722,20240227,1094,1,7,Podría mejorar el empaque,05:57:00
13000000938,20240227,1002,1,7,Atención muy buena,17:52:26
13000001291,20240228,537,2,6,Muy conforme con la calidad,17:16:56
13000001677,20240229,542,1,9,Podría mejorar el empaque,03:42:12
13000001063,20240301,601,1,7,Muy conforme con la calidad,11:05:16
13000001210,20240301,986,1,9,Muy conforme con la calidad,12:53:15
13000001660,20240301,1431,1,5,Muy conforme con la calidad,19:41:38
13000000060,20240302,548,1,6,Atención muy buena,17:49:39
13000002161,20240302,1149,2,9,Podría mejorar el empaque,21:37:29
13000002363,20240302,698,1,6,Atención muy buena,14:00:24
13000002505,20240302,547,1,10,Tardó un poco más de lo esperado,19:05:19
13000000715,20240303,595,1,9,Todo perfecto,08:17:29
13000001377,20240303,746,1,9,Podría mejorar el empaque,14:26:09
13000002637,20240303,1490,1,9,Podría mejorar el empaque,18:25:27
13000000591,20240304,1104,1,4,,07:45:43
13000000961,20240304,621,2,9,Atención muy buena,22:33:48
13000000967,20240304,1318,2,0,Podría mejorar el empaque,16:58:23
13000001496,20240304,40,1,6,,08:51:52
13000001852,20240304,562,1,7,Volvería a comprar,20:32:13
13000000523,20240305,1271,2,9,Podría mejorar el empaque,02:24:02
13000000575,20240305,382,1,5,Entrega rápida y producto excelente,01:51:22
13000000762,20240305,84,1,8,Tardó un poco más de lo esperado,13:39:19
13000001140,20240305,361,1,7,Podría mejorar el empaque,12:44:42
13000001610,20240305,391,1,5,Entrega rápida y producto excelente,08:41:09
13000002233,20240305,961,1,7,Atención muy buena,00:13:57
13000000093,20240306,439,2,4,Tardó un poco más de lo esperado,17:38:20
13000000686,20240306,928,1,1,Tardó un poco más de lo esperado,11:53:45
13000000883,20240306,1085,2,9,Tardó un poco más de lo esperado,19:23:11
13000000920,20240306,1135,1,4,,00:48:28
13000002031,20240306,1359,1,8,Entrega rápida y producto excelente,03:57:02
13000002499,20240306,243,2,10,Podría mejorar el empaque,18:25:45
13000002527,20240306,199,2,6,Todo perfecto,02:05:03
13000000293,20240307,1422,1,6,Muy conforme con la calidad,13:04:16
13000000363,20240307,650,2,9,Volvería a comprar,12:17:06
13000000440,20240307,584,1,7,Todo perfecto,10:30:38
13000000675,20240307,1259,1,7,Podría mejorar el empaque,15:37:47
13000000863,20240307,1155,1,10,Volvería a comprar,21:50:39
13000001331,20240307,1222,2,9,Muy conforme con la calidad,20:34:40
13000000549,20240308,206,2,9,Atención muy buena,01:09:04
13000002453,20240308,952,1,10,Volvería a comprar,07:41:03
13000002524,20240308,733,2,9,Muy conforme con la calidad,21:10:45
13000002606,20240308,1324,1,7,Volvería a comprar,01:59:40
13000000294,20240309,1347,2,9,,16:19:23
13000000750,20240309,671,1,8,Volvería a comprar,08:48:44
13000001538,20240309,594,1,5,Todo perfecto,22:49:36
13000001698,20240309,279,1,8,,13:10:13
13000000376,20240310,1071,1,7,Tardó un poco más de lo esperado,15:27:59
13000000661,20240310,1356,2,7,Atención muy buena,17:29:06
13000000680,20240310,1435,1,7,Muy conforme con la calidad,20:49:15
13000001207,20240310,94,1,8,Todo perfecto,16:15:58
13000001269,20240310,258,1,2,Entrega rápida y producto excelente,14:31:08
13000002397,20240310,1243,1,8,Atención muy buena,23:51:21
13000000001,20240311,1383,1,5,Volvería a comprar,13:19:21
13000001193,20240311,653,2,5,Todo perfecto,21:53:13
13000001266,20240311,513,2,6,,06:35:08
13000001326,20240311,129,1,0,,01:11:45
13000002261,20240311,678,1,9,Todo perfecto,03:51:14
13000002318,20240311,323,2,5,Muy conforme con la calidad,06:11:23
13000000459,20240312,1235,1,8,Podría mejorar el empaque,04:35:22
13000000821,20240312,884,1,8,Todo perfecto,14:39:22
13000001655,20240312,751,2,7,Todo perfecto,04:12:55
13000002432,20240312,1203,2,8,Volvería a comprar,14:38:17
13000002454,20240312,553,1,6,Volvería a comprar,01:23:56
13000002473,20240312,907,2,10,Todo perfecto,09:53:13
13000000047,20240313,994,1,10,Entrega rápida y producto excelente,21:25:13
13000000298,20240313,1119,1,5,Podría mejorar el empaque,12:57:11
13000001753,20240313,848,1,10,Podría mejorar el empaque,21:17:57
13000001949,20240313,1278,1,6,,02:02:31
13000000116,20240314,1177,1,7,Todo perfecto,07:03:19
13000000339,20240314,1187,2,4,Volvería a comprar,13:07:31
13000000814,20240314,169,1,8,Entrega rápida y producto excelente,07:04:14
13000000396,20240315,1032,1,9,Todo perfecto,03:58:38
13000000574,20240315,612,1,7,Atención muy buena,01:57:31
13000002276,20240315,1353,1,4,,19:42:42
13000000540,20240316,1469,2,9,Volvería a comprar,08:53:37
13000001055,20240316,43,1,8,Todo perfecto,19:21:15
13000001696,20240316,995,1,7,Muy conforme con la calidad,01:41:15
13000002237,20240316,866,1,8,Podría mejorar el empaque,18:25:34
13000001878,20240317,426,2,10,Entrega rápida y producto excelente,13:44:42
13000001605,20240318,743,1,3,Entrega rápida y producto excelente,19:03:20
13000001693,20240318,414,2,9,Entrega rápida y producto excelente,13:14:34
13000000019,20240319,1233,2,2,Muy conforme con la calidad,06:51:10
13000002055,20240319,1044,1,6,Entrega rápida y producto excelente,15:52:16
13000000546,20240320,253,1,10,Muy conforme con la calidad,08:15:50
13000000595,20240320,323,2,2,Podría mejorar el empaque,16:41:42
13000000637,20240320,298,1,9,Todo perfecto,01:24:37
13000001234,20240320,922,2,9,,23:14:12
13000002509,20240320,843,1,10,Todo perfecto,09:56:46
13000000833,20240321,1336,2,7,Tardó un poco más de lo esperado,02:19:39
13000001863,20240321,541,2,5,Muy conforme con la calidad,10:08:26
13000002201,20240321,706,1,10,Tardó un poco más de lo esperado,16:23:52
13000002245,20240321,447,2,8,Muy conforme con la calidad,23:39:40
13000002479,20240321,462,2,10,Volvería a comprar,04:59:43
13000000606,20240322,833,1,7,Volvería a comprar,05:32:22
13000000951,20240322,304,1,10,,18:07:59
13000001740,20240322,481,1,7,,05:30:42
13000002044,20240322,675,1,9,,18:05:37
13000002536,20240322,1316,1,8,,22:38:14
13000001688,20240323,1302,1,8,,14:08:55
13000001829,20240323,93,2,10,Entrega rápida y producto excelente,04:00:03
13000000596,20240324,536,1,5,Atención muy buena,07:17:51
13000001360,20240324,121,1,10,,09:02:26
13000001731,20240324,519,1,5,Muy conforme con la calidad,04:18:13
13000001822,20240324,1148,1,9,Podría mejorar el empaque,09:27:20
13000001828,20240324,566,1,7,Volvería a comprar,21:15:07
13000002249,20240324,881,2,6,Atención muy buena,06:27:43
13000000515,20240325,193,2,9,Todo perfecto,10:26:03
13000000852,20240325,586,1,10,Entrega rápida y producto excelente,13:58:28
13000001044,20240325,1359,1,9,Muy conforme con la calidad,17:08:50
13000001196,20240325,1043,2,10,Muy conforme con la calidad,16:36:06
13000001890,20240325,1270,1,9,,23:15:21
13000002188,20240325,704,1,3,Entrega rápida y producto excelente,07:50:41
13000000167,20240326,1456,1,1,Entrega rápida y producto excelente,22:12:53
13000000804,20240326,323,1,8,Atención muy buena,12:52:22
13000001038,20240326,1318,2,10,Podría mejorar el empaque,20:00:12
13000002069,20240326,1448,1,9,Atención muy buena,06:11:18
13000002364,20240326,602,1,6,Muy conforme con la calidad,15:57:40
13000000183,20240327,1463,1,9,,09:33:42
13000000506,20240327,620,1,3,Atención muy buena,15:30:54
13000001645,20240327,972,2,8,Muy conforme con la calidad,15:41:57
13000000899,20240328,803,2,8,Atención muy buena,04:53:22
13000001715,20240328,760,2,6,Volvería a comprar,09:10:20
13000001800,20240328,88,1,6,,05:40:23
13000001876,20240328,205,1,8,Todo perfecto,01:28:13
13000001910,20240328,775,1,8,Podría mejorar el empaque,21:01:07
13000002283,20240328,230,1,9,Entrega rápida y producto excelente,14:32:21
13000000676,20240329,1441,1,10,Volvería a comprar,19:51:37
13000000687,20240329,705,1,6,Todo perfecto,06:36:00
13000001944,20240329,1457,2,10,Volvería a comprar,00:27:42
13000002597,20240329,1233,2,9,Muy conforme con la calidad,01:36:44
13000000318,20240330,341,1,4,Entrega rápida y producto excelente,09:14:25
13000000894,20240330,956,2,2,Muy conforme con la calidad,23:40:56
13000001468,20240330,554,2,3,Todo perfecto,09:29:20
13000000160,20240331,952,2,8,Podría mejorar el empaque,02:48:46
13000000401,20240331,589,2,10,Podría mejorar el empaque,16:15:16
13000000890,20240331,1358,2,9,Volvería a comprar,06:29:00
13000001260,20240331,509,2,10,Tardó un poco más de lo esperado,00:48:33
13000002064,20240331,289,2,10,Muy conforme con la calidad,05:03:01
13000000495,20240401,584,2,8,Todo perfecto,04:19:09
13000001575,20240401,520,2,8,Tardó un poco más de lo esperado,15:03:18
13000002362,20240401,924,1,9,,08:58:34
13000000471,20240402,942,2,7,Todo perfecto,06:17:25
13000000518,20240402,373,1,4,Entrega rápida y producto excelente,23:20:55
13000000787,20240402,10,2,9,Tardó un poco más de lo esperado,06:22:13
13000001447,20240402,373,2,7,Podría mejorar el empaque,11:30:22
13000001448,20240402,467,1,6,Entrega rápida y producto excelente,17:16:19
13000001481,20240402,712,1,9,Todo perfecto,13:50:45
13000001766,20240402,1194,2,9,Muy conforme con la calidad,02:38:34
13000001773,20240402,301,2,1,Atención muy buena,21:27:37
13000001153,20240404,663,1,0,Todo perfecto,07:25:26
13000000198,20240405,1251,1,10,Todo perfecto,03:29:58
13000000256,20240405,66,2,6,Entrega rápida y producto excelente,13:11:38
13000001471,20240405,1397,1,9,Muy conforme con la calidad,20:53:59
13000001539,20240405,1453,1,9,Atención muy buena,12:04:19
13000001945,20240405,22,2,4,Podría mejorar el empaque,11:55:24
13000000128,20240406,800,2,4,Podría mejorar el empaque,20:41:00
13000000306,20240406,614,2,9,,13:36:01
13000001139,20240406,165,2,7,Muy conforme con la calidad,05:12:27
13000001242,20240406,1073,2,6,,12:58:00
13000002134,20240406,540,2,5,Tardó un poco más de lo esperado,07:03:33
13000002295,20240406,302,2,10,,23:01:11
13000000232,20240407,1390,1,6,,16:45:28
13000001614,20240407,616,2,5,Volvería a comprar,02:46:36
13000001781,20240407,105,2,4,Volvería a comprar,22:37:37
13000002077,20240407,685,1,4,,03:35:20
13000002389,20240407,230,1,8,Muy conforme con la calidad,15:08:46
13000000022,20240408,1086,2,7,Atención muy buena,15:30:30
13000000101,20240408,304,2,9,Podría mejorar el empaque,15:38:45
13000000381,20240408,258,2,10,Atención muy buena,15:25:23
13000001588,20240408,947,1,7,Volvería a comprar,04:30:49
13000001764,20240408,331,2,10,Volvería a comprar,00:18:52
13000001988,20240408,875,1,0,Tardó un poco más de lo esperado,09:03:02
13000002011,20240408,1374,2,6,,10:44:04
13000002322,20240408,883,2,10,Todo perfecto,19:16:50
13000000773,20240409,433,1,9,Tardó un poco más de lo esperado,13:43:27
13000001183,20240409,571,2,10,Muy conforme con la calidad,03:58:24
13000001216,20240409,74,2,8,Volvería a comprar,11:25:59
13000001739,20240409,637,1,3,Tardó un poco más de lo esperado,17:23:11
13000002347,20240409,494,2,9,Todo perfecto,00:07:27
13000000323,20240410,1128,2,8,Tardó un poco más de lo esperado,04:28:29
13000000491,20240410,400,2,7,Atención muy buena,21:45:17
13000000719,20240410,287,1,9,Volvería a comprar,14:16:56
13000001528,20240410,875,2,6,Todo perfecto,16:13:44
13000001572,20240410,464,2,2,Tardó un poco más de lo esperado,20:04:31
13000001958,20240410,701,1,9,Atención muy buena,19:32:35
13000002556,20240410,913,1,6,Podría mejorar el empaque,05:52:21
13000000002,20240411,179,1,10,Atención muy buena,23:16:07
13000000359,20240411,570,1,5,Atención muy buena,06:42:29
13000001631,20240411,672,1,5,Todo perfecto,04:10:08
13000002559,20240411,60,2,9,Tardó un poco más de lo esperado,17:45:44
13000000009,20240413,192,1,8,Entrega rápida y producto excelente,08:57:20
13000000360,20240413,573,2,10,Entrega rápida y producto excelente,13:46:37
13000000361,20240413,63,1,8,Todo perfecto,23:51:40
13000000978,20240413,547,1,8,Entrega rápida y producto excelente,15:16:18
13000001483,20240413,1494,2,6,Muy conforme con la calidad,18:31:00
13000002196,20240413,1336,1,10,Atención muy buena,20:44:53
13000000055,20240414,19,1,7,Entrega rápida y producto excelente,19:57:51
13000001252,20240414,1145,2,8,Atención muy buena,04:40:22
13000001543,20240414,1340,1,3,Todo perfecto,12:17:44
13000001792,20240414,521,2,3,Volvería a comprar,16:46:25
13000002443,20240414,1011,1,2,Volvería a comprar,19:42:43
13000001279,20240415,578,2,9,Podría mejorar el empaque,10:44:23
13000001943,20240415,224,2,8,Todo perfecto,16:23:28
13000001979,20240415,41,2,0,Volvería a comprar,17:08:31
13000001184,20240416,1061,1,7,Podría mejorar el empaque,08:43:21
13000001799,20240416,376,2,8,Entrega rápida y producto excelente,08:30:07
13000002340,20240416,1034,1,7,Muy conforme con la calidad,07:33:33
13000000759,20240417,147,2,5,Todo perfecto,16:23:53
13000000959,20240417,836,1,9,Podría mejorar el empaque,10:16:03
13000001258,20240417,968,2,10,Entrega rápida y producto excelente,04:15:01
13000001550,20240417,262,1,9,,01:18:01
13000001850,20240417,1176,2,9,Tardó un poco más de lo esperado,02:03:14
13000002051,20240417,1383,2,9,Muy conforme con la calidad,08:38:56
13000002052,20240417,951,1,8,Podría mejorar el empaque,19:07:07
13000002561,20240417,183,1,7,Tardó un poco más de lo esperado,17:26:53
13000000322,20240418,1176,2,9,Entrega rápida y producto excelente,20:56:37
13000001231,20240418,705,2,6,Muy conforme con la calidad,09:31:41
13000002171,20240418,215,1,7,Atención muy buena,17:10:50
13000002459,20240418,85,1,1,Todo perfecto,14:17:52
13000000006,20240419,1376,1,6,Todo perfecto,16:54:51
13000000585,20240419,1375,1,7,Atención muy buena,04:39:36
13000001259,20240419,1010,1,3,Todo perfecto,16:11:16
13000001915,20240419,1315,1,10,Entrega rápida y producto excelente,09:45:47
13000002119,20240419,590,1,6,Muy conforme con la calidad,23:11:09
13000002533,20240419,619,1,5,Tardó un poco más de lo esperado,22:28:53
13000002641,20240419,136,1,0,Todo perfecto,15:07:57
13000001025,20240420,1257,2,8,Podría mejorar el empaque,03:12:14
13000002386,20240420,732,2,10,Atención muy buena,11:14:01
13000000241,20240421,49,1,8,Todo perfecto,20:33:27
13000000568,20240421,311,1,7,Muy conforme con la calidad,14:38:39
13000001164,20240421,1065,2,7,Atención muy buena,05:44:09
13000002067,20240421,601,2,9,Entrega rápida y producto excelente,20:34:34
13000002298,20240421,81,2,10,Podría mejorar el empaque,01:23:15
13000000390,20240422,708,1,9,,05:36:10
13000000465,20240422,867,1,0,Tardó un poco más de lo esperado,04:28:48
13000000682,20240422,643,1,9,Volvería a comprar,01:47:39
13000000745,20240422,292,1,10,,17:56:45
13000000871,20240422,6,1,9,Muy conforme con la calidad,21:41:49
13000002210,20240422,1266,1,5,Muy conforme con la calidad,14:16:32
13000002394,20240422,543,2,9,,23:46:40
13000002558,20240422,78,1,9,Todo perfecto,17:54:12
13000000536,20240423,1220,1,10,Todo perfecto,23:16:41
13000002285,20240423,203,2,8,Entrega rápida y producto excelente,13:40:37
13000000209,20240424,348,1,1,Tardó un poco más de lo esperado,04:18:58
13000000325,20240424,389,2,5,Atención muy buena,06:04:28
13000001390,20240424,302,2,4,Volvería a comprar,19:51:09
13000001749,20240424,884,2,8,Todo perfecto,17:06:04
13000002582,20240424,382,2,8,Todo perfecto,03:26:14
13000000853,20240425,554,1,7,Entrega rápida y producto excelente,12:00:49
13000001249,20240425,71,1,9,,15:35:44
13000002184,20240425,216,1,10,,17:51:05
